Year,Subject,Chapter,Level,Category,Stem,Question_A,Question_B,Question_C,Question_D,Ans_A,Ans_B,Ans_C,Ans_D
2023,Business Org & Mgmt 2nd,1,Barisal Board,Board,"A diagram of the Management Cycle with missing functions indicated by 'ক' and 'খ'. 'ক' — ?.
Organizing (সংগঠন): Structuring resources.
Staffing (কর্মীসংস্থান): Placing the right people.
Directing (নির্দেশনা): Guiding the workforce.
Motivating (প্রেষণা): Inspiring performance.
Coordinating (সমন্বয়): Harmonizing efforts.
'খ' — ?.",What is management?,What is meant by the management cycle?,Which management function is performed in position 'ক'? Explain.,What is the relationship between the functions marked 'ক' and 'খ'? Analyze.,Management is the art of getting things done through others effectively to achieve specific organizational goals.,"The management cycle refers to the continuous and sequential process of interrelated functions—planning, organizing, staffing, directing, motivating, coordinating, and controlling—that repeat in a circular manner to sustain an organization.","Position 'ক' represents Planning (পরিকল্পনা).
* Definition: It is the primary function of management that involves deciding in advance what is to be done, when, where, how, and by whom.
* Foundation: It acts as the blueprint for all other management activities.
* Placement: In the management cycle, it is the starting point that follows 'Controlling' from the previous cycle, as seen in the circular arrows of the diagram.","There is a deep and inseparable relationship between 'ক' (Planning) and 'খ' (Controlling).
* Two Sides of a Coin: Planning sets the standards, and Controlling verifies if those standards are met.
* Interdependence: Planning is meaningless without Controlling (as there is no oversight), and Controlling is impossible without Planning (as there is no standard to compare against).
* Corrective Loop: As shown in the diagram, 'খ' (Control) identifies deviations which then serve as the basis for the next 'ক' (Plan), ensuring the cycle remains continuous and effective."
2023,Business Org & Mgmt 2nd,1,Barisal Board,Board,Mr. Rahman decided to expand a factory due to high demand. Mr. Shafiq was appointed as a foreman for the expanded unit to supervise workers.,What is a profession?,How is management a social process?,At which level of management does Mr. Shafiq work? Explain.,"""Mr. Rahman is involved in policy-making""—Evaluate in light of the stem.","A profession is a specialized occupation that requires high educational qualifications, specialized training, and adherence to a specific code of ethics.",It is a social process because it involves managing people within a community and coordinating their efforts to achieve goals that benefit society.,"Mr. Shafiq's Level of Management
Mr. Shafiq is working at the Lower-level Management (also known as Supervisory or Operational level).
Direct Supervision: As a foreman, his primary duty is to oversee the workers directly and ensure that production meets the required standards.
Implementation: He does not create the broad plans but executes the specific tasks assigned by the higher authorities.
Technical Skill: This level requires high technical and human skills to handle daily operational challenges and worker grievances.","Evaluation of Mr. Rahman's Role
The statement that Mr. Rahman is involved in policy-making is accurate based on his actions in the stem.
Strategic Decision: Deciding to expand a factory is a major strategic move that involves high-level planning and resource allocation.
Top-level Authority: Only individuals at the top-level management (such as Directors or MDs) have the authority to make such expansionary decisions and appoint supervisors like Mr. Shafiq.
Objective Setting: By initiating the expansion steps, he is determining the future path and growth targets of the institution."
2025,Business Org & Mgmt 2nd,1,"VNSC, Dhaka",Board,"Mr. Rahim is the Chairman of 'Rahim Shoe Ltd.' The goal was 10 lakh units, but only 8.5 lakh were produced despite hard work. An investigation found no negligence by workers or officers.",(a) What is the management cycle?,"(b) ""Management is a social process""—Explain.",(c) Which level of officer is Mr. Rahim? Explain.,(d) The error lay in the top-level work rather than mid/lower levels—Explain your logical opinion.,"The management cycle is the continuous, circular process of functions (Planning to Controlling) performed in sequence to achieve goals.",It is a social process because it involves managing and coordinating people (the social element) within a community to achieve common welfare.,"Mr. Rahim is a Top-level Manager. As ""Chairman,"" he is involved in policy-making, goal-setting, and high-level planning.","1. Unrealistic Planning: The 10 lakh target was likely set without a proper feasibility study.

2. Investigation Result: Since no negligence was found at lower levels, the ""Standard"" set by the top was flawed.

3. Resource Gap: Top management may have failed to provide necessary raw materials or tech.

4. Policy Failure: The plan lacked the flexibility to adapt to field-level realities."
2025,Business Org & Mgmt 2nd,1,"VNSC, Dhaka",Board,"Ms. Alifa, a garment owner, inspires her workers during visits. However, because duties and responsibilities are not clearly defined, chaos always prevails in the departments.",(a) What is scientific management?,"(b) ""Management functions are interdependent""—Explain.",(c) Ms. Alifa's actions during visits are consistent with which management function?,(d) Which management function should be done correctly to tackle the chaos? Give logic.,"Scientific management is the application of scientific methods (experiments/observation) to increase labor productivity, pioneered by F.W. Taylor.","Each function (like Planning) sets the stage for the next (Organizing), and failures in one affect the performance of others.","Her actions correspond to Motivating (প্রেষণা). By inspiring and encouraging workers, she builds morale and dedication.","1. The function needed is Organizing (সংগঠন).

2. Organizing involves defining specific duties and authority for every role.

3. Clarity: It eliminates overlaps and confusion between departments.

4. Stability: Clear responsibility ensures accountability, which stops the prevailing chaos."
2025,Business Org & Mgmt 2nd,1,Holy Cross College,Board,"Mr. Amjad, a textile engineer, started his own mill. He is the Executive Director. He realized that more than technology, the element that operates the machinery is vital, so he is focusing on training.",(a) Which period is called the Industrial Revolution?,(b) Why are management functions interdependent? Explain.,(c) At which level is Mr. Amjad working? Explain.,(d) Which factor is being emphasized over advanced machinery? Analyze its logicality.,The period between 1760 and 1840 is known as the Industrial Revolution.,"They are interdependent because one function provides the input for another; for example, Organizing is based on the objectives set in Planning.","Mr. Amjad is in Top-level Management. As ""Executive Director,"" he holds ultimate administrative and strategic decision-making power.","1. The factor is Human Resources (Man).

2. Active Element: Machines (6Ms) are passive; they require skilled human labor to be productive.

3. Skill & Training: Amjad's focus on training proves that human efficiency drives tech efficiency.

4. Logic: Humans are the only ""living"" resource that can innovate and manage other factors."
2025,Business Org & Mgmt 2nd,1,Rajshahi College,Board,"Mr. Asad, head of the production dept., provides training and welfare for workers. However, he fails to communicate with purchasing, sales, and marketing departments, leading to a lack of harmony in work.",What is the Industrial Revolution?,Why is Henri Fayol called the father of modern management?,Which management function did Mr. Asad perform in his department? Explain.,"Which management function, if performed correctly, would make Mr. Asad successful in achieving objectives? Give logic.","The Industrial Revolution (1760–1840) was the transition from hand production methods to machines, giving rise to modern management.",He is called the father of modern management for identifying the 14 principles of management and the 5 key functions of a manager.,"1. He performed Staffing (কর্মীসংস্থান) and Motivating (প্রেষণা).

2. He provided training for inefficient workers.

3. He organized annual picnics to boost morale.

4. These activities enhance worker capacity.","1. The function is Coordinating (সমন্বয়সাধন).

2. Coordination integrates the efforts of different departments like sales and production.

3. It ensures unity of action and prevents departmental isolation.

4. Without it, individual departmental success does not lead to overall organizational success."
2025,Business Org & Mgmt 2nd,1,Rajshahi College,Board,"Mr. Hafiz works as a QC (Quality Controller). He noticed workers aren't paid fairly and the work environment is poor, so he decided to leave for a better job.",What is the management cycle?,Why is Unity of Direction important? Explain.,At which level of management is Mr. Hafiz working? Explain.,Due to the absence of which fundamental management function did Mr. Hafiz decide to quit? Analyze.,"The management cycle is the continuous, sequential process of planning, organizing, staffing, directing, motivating, coordinating, and controlling.","Unity of direction ensures that all activities with the same objective are directed by one manager using one plan, preventing confusion.","1. Mr. Hafiz works at the Lower-level (Operational) Management.

2. As a QC, he is involved in direct technical supervision.

3. He monitors product quality at the field level.

4. He acts as the link between workers and middle management.","1. The function is Motivating (প্রেষণা).

2. Motivation involves providing fair wages and a good environment to keep staff engaged.

3. Lack of incentives leads to low morale and employee turnover.

4. Effective motivation is essential for retaining skilled personnel like Mr. Hafiz."
2025,Business Org & Mgmt 2nd,1,Cumilla Victoria Govt. College,Board,Mr. Zahid Hassan formulates long-term plans and strategies. Mr. Tasnim Alam supervises workers and implements plans at the field level.,What is the Industrial Revolution?,Explain the role of management in family life.,At which level of management is Mr. Zahid working? Explain.,"Between the two managers, who provides more mental labor? Give your opinion with logic based on the textbook.","The Industrial Revolution (1760–1840) marked the shift to machine-based manufacturing, creating the need for structured management.","Management in family life helps in budget planning, resource allocation, and achieving household goals through organized effort.","1. Mr. Zahid is in Top-level Management.

2. He is responsible for long-term planning and policy formulation.

3. He determines the core strategies of the organization.

4. His work requires high conceptual skills.","1. Mr. Zahid Hassan provides more mental labor.

2. Top-level management requires creative thinking, strategy, and complex decision-making.

3. Mr. Tasnim (Lower-level) focuses more on physical supervision and execution.

4. The ratio of mental to physical labor is highest at the top tier of management."
2026,Business Org & Mgmt 2nd,1,"JCPSC, Sylhet",College,"Mr. Hamza Chowdhury, Chairman of Madani Group, finalized promotion and housing policies and modernized the accounting system with technology.",What is the universality of management?,Why is the management level shaped like a pyramid?,At which level of management is Mr. Hamza? Explain.,Analyze the skill of Mr. Hamza Chowdhury.,It means that management principles are applicable to all types of organizations and at all levels of human activity.,"It is shaped like a pyramid because the number of managers decreases as one moves from lower to top levels, reflecting the hierarchy of authority.","1. He is a Top-level Manager.

2. He is the ""Chairman"".

3. He finalizes ""policies"" for the entire group.

4. He determines long-term employee welfare.","1. He demonstrates Conceptual Skill.

2. He has the vision to modernize systems.

3. He understands organizational dynamics.

4. He creates strategic policies."
2026,Business Org & Mgmt 2nd,1,Holy Cross College,College,"Mr. Amzad (MD) set a target of 200,000 meters of cloth per month for 2025. Production Manager Mr. Rahat coordinates with supervisors to achieve it.",Who is the father of administrative management?,What is meant by management is universal?,At which level of management is Mr. Amzad working?,Who plays a more vital role in achieving goals—Amzad or Rahat? Evaluate by levels.,Henri Fayol is the father of administrative management.,"It refers to the global applicability of management functions across different cultures, sizes, and types of organizations.","1. He is a Top-level Manager.

2. As ""MD,"" he sets the monthly target.

3. He provides the overall directive.

4. He makes the strategic goal.","1. Both are vital, but Amzad's role is primary.

2. Amzad provides the standard (Goal).

3. Rahat (Mid-level) provides the bridge.

4. Without the goal, effort is directionless."
2026,Business Org & Mgmt 2nd,1,"DRMC, Dhaka",College,Mr. Matin (Director) sets objectives and policies for Beacon Pharmaceuticals. Mr. Ratin implements those plans and strategies at the field level.,Who is the father of modern management?,What do you mean by the universality of management?,Which level of manager is Mr. Matin? Explain.,"""Mr. Ratin’s role is vital for plan implementation""—Evaluate in light of the stem.",Henri Fayol is the father of modern management.,"It means management principles apply to all collective human activities regardless of nature, such as family, business, or state.","1. He is a Top-level Manager.

2. He is a ""Director"".

3. He is involved in ""policy formulation"".

4. He defines the firm's purpose.","1. Ratin is a Mid-level Manager.

2. He translates theory into action.

3. He ensures field-level execution.

4. He bridges the gap between top and bottom."
2026,Business Org & Mgmt 2nd,1,Dhaka City College,College,"Mr. Habib, GM of XYZ Industries, improved the work environment. However, goals are not being met due to a lack of proper supervision.",What is the management cycle?,Explain 'Management is Universal'.,Which management function did Mr. Habib perform for the workers?,Due to negligence at which level of management is XYZ Industries failing to meet goals?,"The management cycle is the continuous, sequential process of interrelated functions (Planning to Controlling) performed to achieve goals.","It means management principles apply to all types of organizations (social, political, etc.) and at all levels of human effort.","1. He performed Staffing (কর্মীসংস্থান) and Motivation.

2. He provided ""sufficient facilities.""

3. This improved the work environment.

4. It focuses on human resource welfare.","1. Negligence is at the Lower-level (Operational).

2. The stem mentions a lack of ""proper supervision.""

3. Supervisors belong to the lower tier.

4. They are responsible for field-level execution."
2025,Business Org & Mgmt 2nd,1,"DMRMC, Dhaka",College,"Mr. Hasibur (GM) plans and sets policies. He instructs Mr. Hasin to implement them, who then directs Mr. Hasmat to get the work done through laborers.",Who is a manager?,Why is management called universal?,At which level of management is Mr. Hasibur working?,"""Mr. Hasmat’s role is maximum in implementing plans""—Give your opinion.",A manager is an individual responsible for achieving goals by directing the efforts of others.,"It is universal because its principles are needed in every collective human activity, from families to global firms.","1. He is a Top-level Manager.

2. He is the ""General Manager"".

3. He is involved in ""policy-making.""

4. He sets the broad plans.","1. Yes, I agree.

2. Hasmat is a Lower-level Manager.

3. He works directly with laborers.

4. He translates theoretical plans into physical output."
2025,Business Org & Mgmt 2nd,1,"DMRMC, Dhaka",College,"Mr. Simon (Owner) divides tasks by nature and assigns them by qualification. He also ensures timely pay, bonuses, and a good environment.",What is the Industrial Revolution?,What is meant by the management cycle?,Which management function did Mr. Simon perform first?,Evaluate the appropriateness of the function Simon uses to get work done.,It is the transition from manual labor to machine-based manufacturing (1760–1840).,"It refers to the repetitive, circular sequence of functions like planning and organizing to achieve goals.","1. He first performed Organizing (সংগঠন).

2. He ""divided tasks by nature.""

3. He assigned work by ""qualification.""

4. This establishes the structural framework.","1. He uses Motivation (প্রেষণা).

2. Pay and bonuses inspire employees.

3. It ensures workers work with ""sincerity.""

4. Motivation is vital for productivity."
2025,Business Org & Mgmt 2nd,1,"ALD College, Barisal",College,Mr. Ayan implements plans through supervisors. Mr. Sujan implements plans himself. The company's profit is increasing.,What is management?,Is management a profession? Explain.,At which level of management is Mr. Ayan working? Explain.,"""Mr. Sujan's contribution to profit growth is greater""—Give your opinion.",Management is the process of achieving goals effectively through others.,"While it has professional traits, it isn't a full profession yet because it lacks a mandatory uniform code of conduct and universal licensing.","1. He works at the Mid-level.

2. He bridges the gap between managers and supervisors.

3. He oversees implementation.

4. He directs lower tiers.","1. Yes, I agree.

2. Sujan is a Lower-level Manager.

3. He works directly at the field level.

4. Real output is generated under his direct care."
2025,Business Org & Mgmt 2nd,1,"ALD College, Barisal",College,"Mr. X, a GM, collects data, analyzes it, determines alternatives, and chooses the best one to improve the institution.",Who is the father of modern management?,Explain the management cycle.,At which level of management is Mr. X? Explain.,On which management function has Mr. X focused for success? Evaluate.,Henri Fayol is the father of modern management.,"It is the continuous, repetitive sequence of functions like planning and organizing to reach goals.","1. He is a Top-level Manager.

2. He is a ""General Manager"".

3. He determines strategic direction.

4. He makes key decisions.","1. He focused on Planning (পরিকল্পনা).

2. He analyzed alternatives.

3. He chose the ""best alternative"".

4. Planning is the base of success."
2024,Business Org & Mgmt 2nd,1,Dhaka Commerce College,College,"Japan's moon lander ""SLIM"" landed successfully through a joint effort between JAXA and Takara Tomy. JAXA formulated core policies, while the toy company handled less critical decisions.",What is the management cycle?,Is management a science or an art? Explain.,Which management function was followed by the two organizations in the research activity?,Evaluate the decision-making arrangement of the two organizations in light of Henri Fayol's principles.,The management cycle is the continuous and sequential process of interrelated functions (Planning to Controlling) performed to achieve specific goals.,"Management is both. It is a Science because it has organized principles, and an Art because it requires personal skill to apply those principles to reach goals.","1. They followed Coordinating (সমন্বয়সাধন).

2. They established a ""joint link"" (যোগসূত্র) for the research.

3. It harmonizes diverse efforts toward a common goal.

4. It ensures unity of action.","1. It reflects the principle of Centralization and Decentralization.

2. JAXA kept ""core policies"" (Centralization).

3. Takara Tomy handled ""less critical decisions"" (Decentralization).

4. This balance ensures efficiency and speed."
2024,Business Org & Mgmt 2nd,1,"BSMRPC, Dhaka",College,"Mr. Jamil decided to buy a new machine. He instructed Mr. Akash, a department official, to recruit a mechanical engineer. Mr. Akash began the recruitment process.",What is administration?,What do you mean by the universality of management?,At which level of management is Mr. Akash? Explain.,Analyze the management function being performed by Mr. Akash.,"Administration is the higher-level function of an organization concerned with setting goals, policies, and broad strategies.",It refers to the global applicability of management principles across all types of organizations and levels of human activity.,"1. Mr. Akash is a Mid-level Manager.

2. He is a departmental official.

3. He implements orders from top management.

4. He coordinates between levels.","1. He is performing Staffing (কর্মীসংস্থান).

2. This involves recruiting and selecting the right person.

3. It ensures technical expertise (Engineer) is available.

4. It is vital for resource management."
2024,Business Org & Mgmt 2nd,1,Adamjee Cantt. College,College,Mr. Raihan (Director) sets objectives and policies at Square Pharmaceuticals. Mr. Rajin ensures these plans are implemented at the field level.,Who is the father of scientific management?,What is meant by motivation?,At which level of management is Mr. Raihan? Explain.,How should the mix of conceptual and technical skills differ between Raihan and Rajin?,F.W. Taylor is the father of scientific management.,Motivation is the process of inspiring and encouraging employees to work enthusiastically toward organizational goals.,"1. Mr. Raihan is a Top-level Manager.

2. He is a ""Director"".

3. He handles ""policy formulation"".

4. He defines the firm's purpose.","1. Raihan (Top): High Conceptual Skill, low technical skill.

2. Rajin (Mid/Lower): High Technical/Human Skill, moderate conceptual skill.

3. This balance ensures strategy meets execution."
2024,Business Org & Mgmt 2nd,1,Viqarunnisa Noon,College,Ms. Priti sets policies for TS Co. Mr. Rifat (Dept. Head) implements plans. Mr. Raju (Foreman) supervises and encourages workers directly.,What is directing?,What is meant by formal organizational structure?,Analyze Ms. Priti's management level in light of the stem.,Whose contribution is greater for increasing production—Rifat or Raju? Explain.,Directing is the process of instructing and guiding employees to ensure tasks are performed correctly.,"It is a structure where authority, responsibility, and relationships are clearly defined through official rules and hierarchy.","1. Ms. Priti is a Top-level Manager.

2. She is responsible for ""policy and planning"".

3. She holds ultimate authority.

4. She provides the strategic vision.","1. Mr. Raju's contribution is more direct.

2. As a ""foreman,"" he is at the field level.

3. He directly ""supervises and encourages"" workers.

4. Production happens under his watch."
2025,Business Org & Mgmt 2nd,2,Dhaka Board,Board,"Mr. Maruf is a supervisor in a production project. He has to report to multiple managers at once, which hinders his work speed. He plans to inform higher authorities.",Where was Henri Fayol born?,"""Management is a separate branch of knowledge""—Explain.",At which level of management is Mr. Maruf working? Explain.,Which management principle's violation is causing problems for Mr. Maruf? Evaluate.,"Henri Fayol was born in Istanbul, Turkey (and was a French citizen).","It is a separate branch because it has its own specialized principles, theories, and techniques that can be taught and learned academically.","1. He works at the Lower-level (Operational).

2. He is a ""supervisor.""

3. He directly oversees operations.","1. The principle of Unity of Command (আদেশের ঐক্য) is violated.

2. One employee should receive orders from one boss.

3. Multiple bosses cause confusion and reduce efficiency."
2025,Business Org & Mgmt 2nd,2,Dhaka Board,Board,"Mr. Sohan (MD) manages an oil company efficiently using technology. However, he started firing workers for minor mistakes, causing fear and high turnover.",What is a principle?,Why is F.W. Taylor called the father of scientific management?,Which skill of an ideal manager made Mr. Sohan's firm profitable? Explain.,Analyze the principle whose absence is reducing productivity in Sohan's firm.,A principle is a fundamental truth or proposition that serves as the foundation for a system of belief or behavior.,"He is called so because he applied scientific methods (time, motion, and fatigue studies) to management for the first time to increase efficiency.","1. He utilized Technical Skill.

2. He used ""machinery and correct methods.""

3. This led to high productivity and profit.","1. Lack of Stability of Tenure (চাকরির স্থায়িত্ব).

2. Frequent firing creates fear and ""job insecurity.""

3. Constant turnover wastes training costs and slows production."
2025,Business Org & Mgmt 2nd,2,Rajshahi Board,Board,Mr. Sifat treats all subordinates equally. He also places personnel and materials in the correct positions to ensure efficiency and smooth expansion.,What is administration?,Why is interpersonal skill important for a sales officer?,Which management principle did Mr. Sifat follow in the first stage? Explain.,Evaluate the importance of the principle mentioned in the latter part for making the firm dynamic.,"Administration is the top-level function concerned with setting goals, policies, and broad organizational frameworks.","It is vital because they must build relationships, influence customers, and communicate effectively to achieve sales targets.","1. He followed the principle of Equity (সাম্যতা).

2. He ""treats all subordinates equally.""

3. This builds loyalty and mutual respect.","1. The principle is Order (শৃঙ্খলার নীতি).

2. ""A place for everything and everything in its place.""

3. It reduces waste, saves time, and ensures a smooth flow of work."
2025,Business Org & Mgmt 2nd,2,Rajshahi Board,Board,Mr. Dulal is a Public Relations Officer. The Managing Director uses intuition to predict the future direction of the company.,What is the management cycle?,What is meant by the Scalar Chain principle?,Which managerial role is evident in Mr. Dulal's work? Explain.,Which managerial skill includes the Managing Director's quality? Evaluate its role.,The management cycle is the continuous and sequential process of interrelated functions (Planning to Controlling) performed to achieve specific goals.,The Scalar Chain principle refers to the unbroken line of authority and communication from the highest to the lowest levels of an organization.,"1. He is performing an Interpersonal Role, specifically the Liaison (যোগসূত্র রক্ষাকারী) role.

2. He maintains contact with ""internal and external parties.""

3. He works to create a ""good image.""

4. This role bridges the organization with its environment.","1. It belongs to Conceptual Skill (ব্যষ্টিক দক্ষতা).

2. It involves ""insight"" and ""future estimation.""

3. It helps in long-term strategic decision-making.

4. It ensures the firm stays ahead of competitors."
2025,Business Org & Mgmt 2nd,2,Jessore Board,Board,"Mr. Nobin Hossain's departments are unevenly loaded. He does not treat workers equally, causing conflict.",What are management principles?,"Why is the ""Unity is Strength"" principle important?",Which management principle was not followed in the first stage? Explain.,What steps should Mr. Nobin take to resolve worker conflicts?,Management principles are the fundamental truths or guidelines that serve as a basis for managerial decision-making and actions.,"It is important because it fosters team spirit and cooperation, ensuring all members work harmoniously toward a single goal.","1. The principle of Division of Work (কার্য বিভাজন) was not followed.

2. Work was not distributed logically.

3. Some departments are ""overloaded"" while others are ""idle.""

4. Correct distribution ensures efficiency.","1. He must follow the principle of Equity (সাম্যতা).

2. He should treat all employees ""equally"" regardless of status.

3. This builds loyalty and reduces mutual jealousy.

4. Fairness creates a peaceful working environment."
2025,Business Org & Mgmt 2nd,2,Jessore Board,Board,Mr. Abesh reports to the MD. He wants to hire a supervisor skilled in machinery and practical instruction.,What is decentralization?,Explain the principle of Unity of Command.,At which level of management is Mr. Abesh working? Describe.,What kind of skill must the supervisor have to meet expectations?,Decentralization is the systematic delegation of authority throughout all levels of management in an organization.,One employee should receive orders and be accountable to only one superior to avoid confusion and indiscipline.,"1. He is a Mid-level Manager.

2. He is a ""production officer"" reporting to the MD.

3. He implements plans from the top level.

4. He acts as a bridge between the MD and supervisors.","1. The supervisor needs Technical Skill (কারিগরি দক্ষতা).

2. He must be ""skilled in using machinery.""

3. He needs to provide ""hands-on instruction"" to workers.

4. This ensures operational efficiency at the field level."
2025,Business Org & Mgmt 2nd,2,Comilla Board,Board,"Mr. Suman, a large company owner, sets goals and divides the organization into departments based on the nature of work, hiring experts for each.",What is Unity of Command?,What do you mean by Technical Skill?,Which management principle has Mr. Suman followed? Explain.,Do you think the principle followed by Mr. Suman will be profitable for the firm? Give your opinion.,Unity of Command means an employee should receive orders from and be accountable to only one superior.,"Technical Skill is the ability to perform specific tasks using tools, procedures, or techniques relevant to a particular field.","1. He followed the principle of Division of Work (কার্য বিভাজন).

2. He ""divided the institution into separate departments based on nature"".

3. He assigned ""experts"" to each department.","1. Yes, it will be profitable.

2. Division of work leads to Specialization.

3. Experts perform tasks faster and with fewer errors.

4. It increases overall organizational productivity."
2025,Business Org & Mgmt 2nd,2,Chittagong Board,Board,Mr. Rabiul is a caring manager who treats everyone equally. He is aware of employee grievances and resolves conflicts using his sharp intelligence.,What is a profession?,What is meant by Unity of Command?,Which management principle does Mr. Rabiul follow? Explain.,Is Mr. Rabiul an ideal manager? Give arguments in favor of your answer.,"A profession is a specialized occupation requiring high education, specific training, and a code of ethics.","It means that for any action, an employee should receive instructions from a single manager to avoid confusion and indiscipline.","1. He follows the principle of Equity (সাম্যতা).

2. He ""sees everyone with the same eye"".

3. He considers ""humanitarian aspects"" in solutions.","1. Yes, he is an ideal manager.

2. He possesses Human Skill and Analytical Skill.

3. His fairness builds strong relationships and loyalty.

4. He maintains discipline while ensuring worker satisfaction."
2025,Business Org & Mgmt 2nd,2,Chittagong Board,Board,"Navana Spinning Ltd. has 450 workers. Activities are divided into departments and sub-departments based on characteristics, with authority given to skilled persons.",Who is the father of modern management?,Explain the Scalar Chain principle.,Which management principle is followed in Navana Spinning Ltd.? Explain.,Do you agree that the firm will get more benefits in various fields by following this principle?,Henri Fayol is the father of modern management.,It refers to the unbroken line of authority and communication from the highest to the lowest levels of an organization.,"1. The principle of Division of Work is followed.

2. Work is split into ""departments and sub-departments"".

3. Responsibility is assigned to ""skilled persons"".","1. Yes, I agree.

2. It prevents overlapping of duties.

3. Specialization improves product quality.

4. Efficient delegation of authority empowers employees."
2025,Business Org & Mgmt 2nd,2,Sylhet Board,Board,"In a factory, two supervisors ('A' and 'B') gave conflicting overtime instructions. Despite the same pay rate, working hours differed between the two groups, leading to worker dissatisfaction.",Who is the father of scientific management?,"""Decentralization increases the importance of subordinates""—Explain.",Which management principle did the supervisors violate? Explain.,Recommend measures to remove the dissatisfaction among the workers.,F.W. Taylor is the father of scientific management.,"It shifts decision-making authority to lower levels, empowering subordinates to take initiative, solve problems independently, and feel valued within the organization.","1. They violated the principle of Unity of Command (আদেশের ঐক্য).

2. Workers received different instructions for the same task.

3. It also violates the Principle of Equity regarding work hours.","1. Implement Unity of Command: Ensure workers receive orders from one source.

2. Establish Standardization: Uniform working hours and overtime policies.

3. Ensure Equity: Fair treatment for all groups."
2025,Business Org & Mgmt 2nd,2,Barisal Board,Board,"Mr. Mokbul, CEO of Al Hera Group, makes major decisions on hiring and pay himself, but leaves minor production decisions to supervisors. He is always alert to competitors and future profits.",What is a management principle?,Explain the relationship between management and administration.,Which management principle is highlighted in the stem? Explain.,"""Mr. Mokbul possesses the quality of foresight""—Evaluate the statement.",A management principle is a fundamental truth or guideline used for managerial decision-making and actions.,"Administration sets the high-level goals and policies, while management focuses on executing those plans to achieve the objectives.","1. It highlights Centralization and Decentralization (কেন্দ্রীয়করণ ও বিকেন্দ্রীকরণ).

2. Major decisions are centralized (at the top).

3. Minor decisions are decentralized.","1. The statement is true.

2. He plans for ""future profits"" and ""competitive challenges.""

3. This reflects Conceptual Skill and Foresight.

4. Strategic alertness is a hallmark of top-level management."
2025,Business Org & Mgmt 2nd,2,Dinajpur Board,Board,"The Principal of ABC College fixed the date, place, and cost for a study tour. He then divided tasks among teachers and gave overall authority to a senior teacher. The tour was successful.",What is a principle?,Why is management called a social process?,Which management function is consistent with the Principal's first action?,Evaluate the appropriateness of the Principal's subsequent activities in making the tour successful.,A principle is a fundamental rule or belief governing behavior or the performance of a task.,It involves managing people and coordinating collective efforts to achieve goals that impact and benefit society.,"1. His first action is Planning (পরিকল্পনা).

2. He decided ""when, where, how, and the cost"" in advance.

3. Planning is the base for all other activities.","1. The subsequent actions involve Organizing (সংগঠন) and Delegation of Authority.

2. Dividing tasks and assigning responsibility ensured accountability.

3. Proper coordination led to a ""successful tour."""
2023,Business Org & Mgmt 2nd,2,Dhaka Board,Board,Madhumati Co. faced losses due to worker indifference. New manager Mr. Sujan found that temporary and contractual hiring led skilled staff to quit.,What is managerial skill?,Why must authority and responsibility be balanced?,Which management principle is absent in the institution?,Justify the measures taken by Mr. Sujan to get expected results.,Managerial skill is the ability to use an organization's resources effectively to achieve its goals.,"They must be balanced because excess authority leads to misuse of power, while excess responsibility without authority makes a manager ineffective.","1. The principle of Stability of Tenure (চাকরির স্থায়িত্ব) is absent.

2. Workers are hired on ""temporary"" or ""contractual"" terms.

3. This lack of security causes skilled workers to leave.","1. Mr. Sujan's move to ensure job security is highly logical.

2. It boosts worker morale and loyalty.

3. It reduces the cost of repeated recruitment and training.

4. Stability allows workers to focus on performance."
2023,Business Org & Mgmt 2nd,2,Dhaka Board,Board,"Mr. Bashir, a sales officer, receives conflicting orders from both his Regional Officer and Sales Manager, causing confusion.",Who is the father of modern management?,Why is management called universal?,Which management principle has been violated in the stem?,Was it appropriate for the GM to reprimand the Sales Manager?,Henri Fayol is the father of modern management.,"It is universal because its principles apply to all types of organizations (social, political, etc.) and all levels of human activity.","1. The principle of Unity of Command (আদেশের ঐক্য) is violated.

2. Bashir received orders from ""two different bosses"".

3. Dual subordination creates confusion and indiscipline.","1. Yes, it was appropriate.

2. Violating Unity of Command destroys accountability.

3. The reprimand was necessary to restore the formal chain of command.

4. It ensures smooth operations."
2023,Business Org & Mgmt 2nd,2,Rajshahi Board,Board,Mr. Alam doubled production by investing capital based on market demand. His workers are happy as they get paid on the first of every month.,"Who said ""Management is universal""?",What is meant by the management cycle?,Which management principle is mentioned for smooth production?,Analyze the quality demonstrated by the manager to double production.,The philosopher Socrates made this statement.,"It is the continuous, circular sequence of functions (Planning to Controlling) performed to achieve goals.","1. The Principle of Remuneration (পারিশ্রমিকের নীতি) is followed.

2. Workers get their salary on the ""first day of every month"".

3. Fair and timely pay keeps workers motivated.","1. He demonstrated Conceptual Skill (ব্যষ্টিক দক্ষতা).

2. He identified ""increasing demand"" and had the Foresight to invest.

3. His ability to see the ""big picture"" led to industry leadership."
