Year,Subject,Chapter,Level,Category,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
2021,Business Org & Mgmt 1st,Chapter 3,Jessore Board,Board,In which business is there no scope to share the risk?,Partnership,Sole Proprietorship,Pvt Ltd,Cooperative,b,The owner is the sole risk-bearer; there are no partners or shareholders to share it.
2021,Business Org & Mgmt 1st,Chapter 3,Comilla Board,Board,With which organization is a direct relationship with consumers built?,Sole Proprietorship,Partnership,Joint Stock,State-owned,a,Personal service and proximity allow a direct bond with the consumer.
2021,Business Org & Mgmt 1st,Chapter 3,Comilla Board,Board,"Reasons for the small size of sole proprietorship- (i. Vast liability, ii. Skill limitation, iii. Small capital)",i & ii,ii & iii,Sub-occupation,"i, ii & iii",b,Lack of money and human expertise are the main reasons these stay small.
2021,Business Org & Mgmt 1st,Chapter 3,Comilla Board,Board,Which of the following is a Sole Proprietorship?,Nestle,Aramit Cement Ltd,Grameenphone,Haque Jewellers,d,"Nestle, GP, and Aramit are Companies. Small jewelry shops are typically sole proprietorships."
2021,Business Org & Mgmt 1st,Chapter 3,Comilla Board,Board,Stem: Imon started online sales due to COVID. Q: Which feature made him profitable?,Flexibility,Single risk,Reaction to disaster,Unlimited liability,a,"Shifting from physical to online sales quickly is an example of ""Flexibility"" (Nomoniyota)."
2021,Business Org & Mgmt 1st,Chapter 3,Chittagong Board,Board,Reason for Sole Proprietorship surviving:,High capital,Perpetual existence,Easy formation,Artificial entity,c,Being easy to start with no legal formalities is the main reason for its survival.
2021,Business Org & Mgmt 1st,Chapter 3,Chittagong Board,Board,Which organization can take decisions in the fastest time?,Sole Proprietorship,Cooperative,Company,Partnership,a,"The owner doesn't need to consult anyone, enabling instant decision-making."
2021,Business Org & Mgmt 1st,Chapter 3,Barisal Board,Board,For which business is sole proprietorship excellent?,Public Transport,Medical care,Housing,Restaurant,d,Small service-oriented businesses like restaurants fit the sole owner model best.
2021,Business Org & Mgmt 1st,Chapter 3,Barisal Board,Board,In which business is the traders' liability the highest?,Sole Proprietorship,Cooperative,Partnership,Pvt Ltd,a,"""Unlimited Liability"" means the owner is personally responsible for every penny of debt."
2021,Business Org & Mgmt 1st,Chapter 3,Barisal Board,Board,For which business is no special law applicable?,Partnership,Cooperative,Pvt Ltd,Sole Proprietorship,d,Companies have the 1994 Act; Sole proprietorship has no specific governing act.
2021,Business Org & Mgmt 1st,Chapter 3,Dinajpur Board,Board,Partnership business originated due to which disadvantage of sole business?,Limited capability,Lack of separate entity,Unlimited liability,Uncertainty,a,Limited capital and limited individual skill led people to join hands (Partnership).
2021,Business Org & Mgmt 1st,Chapter 3,Dinajpur Board,Board,In which business are ownership and management inseparable?,Joint Stock,Partnership,Cooperative,Sole Proprietorship,d,"The owner is the manager, overseeing everything personally."
2021,Business Org & Mgmt 1st,Chapter 3,Dinajpur Board,Board,Which organization has a direct relationship with the consumer?,Partnership,Sole Proprietorship,Cooperative,Joint Stock,b,Direct interaction between owner and customer is a unique strength of sole business.
2021,Business Org & Mgmt 1st,Chapter 3,Mymensingh Board,Board,Who bears the risk in a Sole Proprietorship?,Climate,Partner,Money lender,Owner,d,The single owner enjoys all profits and must bear all risks alone.
2021,Business Org & Mgmt 1st,Chapter 3,Mymensingh Board,Board,"Reasons for popularity: (i. Easy livelihood, ii. Small capital setup, iii. Can get rich quickly)",i & ii,ii & iii,i & iii,"i, ii & iii",a,"It provides easy employment and starts with low capital, but ""quick wealth"" is not a feature."
2021,Business Org & Mgmt 1st,Chapter 3,Mymensingh Board,Board,Stem: Sujan runs 'Orko Traders' with 5 workers. He shares profit with them. Q: Business type?,Cooperative,Partnership,Pvt Ltd,Sole Proprietorship,d,Sharing profit with employees as a bonus doesn't change the single ownership status.
2021,Business Org & Mgmt 1st,Chapter 3,Sylhet Board,Board,In which business are ownership and management inseparable?,Sole Proprietorship,Cooperative,Pvt Ltd Co.,Public Ltd Co.,a,(Repeat Question) Management and ownership are the same entity in sole business.
2021,Business Org & Mgmt 1st,Chapter 3,Sylhet Board,Board,Which business has the highest risk in terms of liability?,Sole Proprietorship,Partnership,Joint Stock,Cooperative,a,(Repeat for Emphasis) Unlimited liability = Maximum risk.
2019,Business Org & Mgmt 1st,Chapter 3,Dhaka Board,Board,What is the nature of liability in Sole Proprietorship?,Limited,Specific,No liability,Unlimited,d,"Known as ""Shimahin"" or ""Oshim Day"" in Bangla."
2019,Business Org & Mgmt 1st,Chapter 3,Dhaka Board,Board,Which organization is the most numerous in Bangladesh?,Company,Partnership,Cooperative,Sole Proprietorship,d,"From tea stalls to grocery shops, most businesses in BD are sole proprietorships."
2019,Business Org & Mgmt 1st,Chapter 3,Rajshahi Board,Board,Which is the oldest business organization in the world?,Cooperative,Partnership,Company,Sole Proprietorship,d,History shows it as the first form of trade since ancient times.
2019,Business Org & Mgmt 1st,Chapter 3,Rajshahi Board,Board,"Stem: Rahim returns from abroad, opens an electronics shop. Karim is manager. Q: Business type?",Sole Proprietorship,Partnership,Joint Stock,State Business,a,Rahim is the sole investor/owner; Karim is just an employee/manager.
2019,Business Org & Mgmt 1st,Chapter 3,Rajshahi Board,Board,"Stem: Rahim's success. Q: Reasons: (i. Personal bond, ii. Financial capacity, iii. Experience)",i & ii,i & iii,ii & iii,"i, ii & iii",b,"Experience and personal relations drive small electronics shops, not massive financial might."
2019,Business Org & Mgmt 1st,Chapter 3,Jessore Board,Board,Which business is most suitable for Photography?,Company,Partnership,Sole Proprietorship,Business Alliance,c,"Photography depends on individual creative skill, which fits sole proprietorship best."
2019,Business Org & Mgmt 1st,Chapter 3,Jessore Board,Board,Which institution can adapt to changing situations?,State,Company,Partnership,Sole Proprietorship,d,"Due to ""Flexibility,"" a single owner can change decisions instantly to match the situation."
2019,Business Org & Mgmt 1st,Chapter 3,Comilla Board,Board,Stem: Mrs. Sanjida runs a boutique. Her designs are famous and now facing competition. Q: Her success reason?,Single decision,Personal skill,Monopoly,Independent mgmt,b,"(Frequent Theme) In creative sectors like boutiques, ""Personal Skill"" (Naipunya) is the key."
2019,Business Org & Mgmt 1st,Chapter 3,Comilla Board,Board,"Stem: Mrs. Sanjida (Boutique). Q: To survive competition, she should- (i. Improve quality, ii. Open new centers, iii. Advertise)",i & ii,i & iii,ii & iii,"i, ii & iii",b,Improving product quality and advertising are more effective than just opening more shops.
2019,Business Org & Mgmt 1st,Chapter 3,Chittagong Board,Board,Who provides capital for a Sole Proprietorship?,Bank,Money lender,Owner,Partner,c,The owner is the sole provider and arranger of the business's capital.
2019,Business Org & Mgmt 1st,Chapter 3,Chittagong Board,Board,The liability of a Sole Proprietorship owner is-,Unlimited,Finite,Specific,Not at all,a,"""Unlimited Liability"" (Oshim Day) means personal assets are at risk for business debts."
2019,Business Org & Mgmt 1st,Chapter 3,Sylhet Board,Board,In which business can maximum secrecy be maintained?,Company,Cooperative,Partnership,Sole Proprietorship,d,"Since the owner doesn't have to share info with anyone, secrecy is at its highest."
2019,Business Org & Mgmt 1st,Chapter 3,Sylhet Board,Board,Which sole business requires two types of licenses?,Soumik Pharmacy,Pritimoni Studio,Bhai-Bhai Rest.,Mens Care Saloon,a,Pharmacies need both a Trade License and a Drug License.
2019,Business Org & Mgmt 1st,Chapter 3,Barisal Board,Board,Similarity between Sole Proprietorship and Partnership?,Limited capital,Unlimited liability,Profit distribution,Ownership & Mgmt,b,Both forms typically carry unlimited liability for the owners involved.
2019,Business Org & Mgmt 1st,Chapter 3,Barisal Board,Board,Which business has the highest risk in terms of liability?,Sole Proprietorship,Partnership,Joint Stock,Cooperative,a,(Repeat for Emphasis) No risk sharing means the owner's risk is highest.
2019,Business Org & Mgmt 1st,Chapter 3,Dinajpur Board,Board,In which business is there no scope to share the risk?,Sole Proprietorship,Partnership,Joint Stock,Cooperative,a,(Frequent Question) The single owner bears 100% of the risk alone.
2019,Business Org & Mgmt 1st,Chapter 3,Dinajpur Board,Board,"Features of Sole Proprietorship: (i. Law-created, ii. Separate entity, iii. Owner's independence)",i,ii,iii,i & iii,c,It is NOT law-created and has NO separate entity; Independence is the only correct point here.
2018,Business Org & Mgmt 1st,Chapter 3,Combined,Board,"Reasons for popularity: (i. Easy livelihood, ii. Low capital, iii. Rich quickly)",i & ii,ii & iii,i & iii,"i, ii & iii",a,"Business is a stable way to earn, but ""getting rich quickly"" is not a formal characteristic."
2017,Business Org & Mgmt 1st,Chapter 3,Rajshahi Board,Board,Which organization is usually formed with small capital?,Sole Proprietorship,Partnership,Cooperative,Joint Stock,a,It is the easiest way for people with low savings to start a business.
2017,Business Org & Mgmt 1st,Chapter 3,Dinajpur Board,Board,Condition for growth of Sole Proprietorship?,Independent Mgmt,Sole profit,Easy formation,Locational Adv.,d,Small shops depend heavily on being in a high-traffic location to survive and grow.
2017,Business Org & Mgmt 1st,Chapter 3,Dinajpur Board,Board,What is required FIRST to form a sole proprietorship?,Trade license,Small capital,Personal initiative,Locational Adv.,c,"Without ""Personal Initiative"" (Udyog), the other factors cannot even begin."
2017,Business Org & Mgmt 1st,Chapter 3,Chittagong Board,Board,"Quick decisions are possible because- (i. Owner's skill, ii. Owner is all-in-all, iii. Owner's prudence)",i & ii,i & iii,ii & iii,"i, ii & iii",c,"Skill helps, but being the ""All-in-all"" (sole authority) is the mechanical reason for speed."
2017,Business Org & Mgmt 1st,Chapter 3,Sylhet Board,Board,Who takes the personal initiative in a sole business?,Government,Entrepreneur,Manager,Underwriter,b,The owner acts as the sole entrepreneur to start and run the business.
2017,Business Org & Mgmt 1st,Chapter 3,Sylhet Board,Board,"Suitable fields for Sole Proprietorship: (i. Laundry, ii. Saloon, iii. Cloth shop)",i & ii,i & iii,ii & iii,"i, ii & iii",d,All three are service-oriented or small-scale retail that suits a single owner perfectly.
2017,Business Org & Mgmt 1st,Chapter 3,Sylhet Board,Board,Which is the oldest business organization in the world?,Sole Proprietorship,Partnership,Company,State,a,(Standard Answer) It is the original and most primitive form of business ownership.
2017,Business Org & Mgmt 1st,Chapter 3,Jessore Board,Board,In which of the following business is registration NOT mandatory?,Company,Cooperative,Sole Proprietorship,Joint Venture,c,Companies and Cooperatives must be registered by law; Sole proprietorship only needs a trade license.
2017,Business Org & Mgmt 1st,Chapter 3,Barisal Board,Board,"Suitable fields for Sole Proprietorship are- (i. Seasonal business, ii. Clinical business, iii. Professional business)",i & ii,i & iii,ii & iii,"i, ii & iii",b,Seasonal and Professional (Law/Medicine) services suit a single owner; Clinics usually need group investment and management.
2025,Business Org & Mgmt 1st,Chapter 3,Viqarunnisa Noon School & College,College,Stem: Rana is a Fine Arts graduate and draws well. Q: Suitable business?,Partnership,Ltd Partnership,Company,Sole Proprietorship,d,Professional and creative services based on individual skill fit sole proprietorship best.
2025,Business Org & Mgmt 1st,Chapter 3,Viqarunnisa Noon School & College,College,Stem: Rana (Artist). Q: Which document does he need to collect?,Deed,Registration,Trade License,Memorandum,c,A Trade License is the fundamental legal permission for a sole trader.
2024,Business Org & Mgmt 1st,Chapter 3,Ideal School & College,College,"Field of Sole Proprietorship: (i. Perishable goods, ii. Risk sharing, iii. Quick decision)",i & ii,i & iii,ii & iii,"i, ii & iii",b,Risk cannot be shared in sole proprietorship; it's borne alone.
2024,Business Org & Mgmt 1st,Chapter 3,Ideal School & College,College,Why is it important for new product distribution?,Direct relation,Inc. sales,High profit,Efficient dist.,a,Direct interaction allows the owner to convince consumers about new products effectively.
2024,Business Org & Mgmt 1st,Chapter 3,Dhaka Commerce College,College,Which organization has a direct relationship with consumers?,Sole Proprietorship,Partnership,Joint Stock,Cooperative,a,Proximity to customers allows the owner to build a personal bond.
2024,Business Org & Mgmt 1st,Chapter 3,Dhaka Commerce College,College,Which document is needed to start business in municipal areas?,Registration,Trade License,VAT Challan,Deed,b,Urban areas specifically require a Trade License from the Pourashava or City Corp.
2024,Business Org & Mgmt 1st,Chapter 3,Dhaka Commerce College,College,"Limitations of Sole Proprietorship: (i. Unlimited liability, ii. Lack of separate entity, iii. High profit)",i & ii,i & iii,ii & iii,"i, ii & iii",a,"High profit is an advantage, not a limitation."
2024,Business Org & Mgmt 1st,Chapter 3,Adamjee Cantonment College,College,What is required FIRST to establish a sole business?,Trade License,Small capital,Personal initiative,Locational Adv.,c,"Without the owner's ""Personal Initiative"" (Udyog), no business can start."
2024,Business Org & Mgmt 1st,Chapter 3,Adamjee Cantonment College,College,Which is NOT a benefit of sole proprietorship?,Less risky,Personal skill,Quick decision,Control,a,Sole proprietorship is actually more risky due to unlimited personal liability.
2024,Business Org & Mgmt 1st,Chapter 3,Adamjee Cantonment College,College,Which type of business institution is most numerous in BD?,Company,Partnership,Cooperative,Single Entity,d,"""Single Entity"" (Sole Proprietorship) dominates the Bangladeshi market structure."
2024,Business Org & Mgmt 1st,Chapter 3,RAJUK Uttara Model College,College,Which is a personal benefit for the owner?,Freedom,Social structure,Small capital,Secrecy,a,The freedom to work independently is the most sought-after personal benefit.
2024,Business Org & Mgmt 1st,Chapter 3,RAJUK Uttara Model College,College,"Reasons for survival alongside large ones: (i. Low risk, ii. Self-employment, iii. Flexibility)",i & ii,i & iii,ii & iii,"i, ii & iii",c,"Sole proprietorship involves ""High/Unlimited Risk,"" so point (i) is incorrect."
2024,Business Org & Mgmt 1st,Chapter 3,RAJUK Uttara Model College,College,In which business is ownership and management inseparable?,Cooperative,Pvt Ltd,Public Ltd,Sole Proprietorship,d,"The owner manages everything, making them inseparable from the business operation."
2024,Business Org & Mgmt 1st,Chapter 3,Cumilla Victoria Govt. College,College,"Quick decisions are possible because: (i. No consultation needed, ii. Owner decides alone, iii. Law says so)",i & ii,i & iii,ii & iii,"i, ii & iii",a,There is no law mandating quick decisions; it's a structural advantage.
2024,Business Org & Mgmt 1st,Chapter 3,Cumilla Victoria Govt. College,College,Most suitable business for seasonal fruit trading?,Company,Partnership,Sole Proprietorship,Alliance,c,"Seasonal trades require speed and small capital, which suits sole owners."
2024,Business Org & Mgmt 1st,Chapter 3,Cumilla Victoria Govt. College,College,Which business has the most fragile/unstable existence?,Sole Proprietorship,Public Ltd,Cooperative,Pvt Ltd,a,"If the owner dies or gets sick, the business often closes immediately."
2024,Business Org & Mgmt 1st,Chapter 3,Cumilla Victoria Govt. College,College,Which is a characteristic of Sole Proprietorship?,Mutual agreement,Law-created,Risk sharing,Unlimited liability,d,The owner is personally responsible for all debts.
2024,Business Org & Mgmt 1st,Chapter 3,Sonar Bangla College,College,In which business does the owner pay income tax personally?,Sole Proprietorship,Partnership,Cooperative,Joint Stock,a,"Since it has no separate entity, the owner's income and business profit are taxed together."
2024,Business Org & Mgmt 1st,Chapter 3,Sonar Bangla College,College,On what basis are business organizations divided?,Capital,Profit,Ownership,Civilization change,c,"Organizations are primarily categorized based on who ""owns"" and ""controls"" them."
2025,Business Org & Mgmt 1st,Chapter 4,Rajshahi Board,Board,Due to which feature is a partner liable for the acts of others?,Mutual Trust,No separate entity,Mutual Agency,Risk sharing,c,Partners are agents for one another; one's business act binds everyone.
2025,Business Org & Mgmt 1st,Chapter 4,Dhaka Board,Board,In which year was the Partnership Act prevalent in BD enacted?,1932,1991,1994,2001,a,Bangladesh still follows the Partnership Act of 1932.
2025,Business Org & Mgmt 1st,Chapter 4,Dhaka Board,Board,Which partner invests capital and joins management?,Active,Sleeping,Worker,Nominal,a,Active (Sokriyo) partners invest capital and take part in daily management.
2025,Business Org & Mgmt 1st,Chapter 4,Dhaka Board,Board,"A partnership agreement can be- (i. Oral, ii. Written, iii. Written & Registered)",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Agreements can be oral or written, though written is safer legally."
2025,Business Org & Mgmt 1st,Chapter 4,Dhaka Board,Board,"Stem: Naima, Saima, Habiba run a firm. Habiba withdraws capital. Q: Dissolution type?",By Consent,By Court,By Notice,Compulsory,c,"In a 'Partnership at Will', any partner can dissolve it by giving a notice."
2025,Business Org & Mgmt 1st,Chapter 4,Dhaka Board,Board,Max members in a banking partnership business?,2,7,10,20,c,"General partnership limit is 20, but banking is limited to 10."
2025,Business Org & Mgmt 1st,Chapter 4,Chittagong Board,Board,Partnership business in BD is formed under which act?,1932,1994,2001,2004,a,(Standard Answer) The 1932 Partnership Act is the governing law.
2025,Business Org & Mgmt 1st,Chapter 4,Chittagong Board,Board,Partner who invests/shares profit but doesn't manage?,Quasi-partner,Nominal,Worker,Sleeping,d,Sleeping partners provide funds but do not actively work in the firm.
2025,Business Org & Mgmt 1st,Chapter 4,Chittagong Board,Board,Stem: Samad & friends. Samad's liability is not more than his capital. Q: Business type?,General,Limited,Specific,At Will,b,"If any partner has liability limited to their capital, it's a Limited Partnership."
2025,Business Org & Mgmt 1st,Chapter 4,Chittagong Board,Board,"Stem: Samad (Limited Partner). Q: Applicable for him- (i. Less profit, ii. No mgmt, iii. Limited liability)",i & ii,i & iii,ii & iii,"i, ii & iii",c,Limited partners are legally restricted from managing the firm.
2025,Business Org & Mgmt 1st,Chapter 4,Jessore Board,Board,"Stem: Fahim, Adib, and Nakib started a business where profits and losses are shared in proportion to their capital. Their capital amounts are 1,00,000 TK, 1,40,000 TK, and 2,00,000 TK respectively. At the end of the year, the business profit is 44,000 TK. Q: Business type?",Cooperative,Partnership,Joint Stock,State,b,Ownership shared via agreement among multiple people is a partnership.
2025,Business Org & Mgmt 1st,Chapter 4,Jessore Board,Board,Stem: Profit 44k. Ratio 1:1.4:2. Q: Adib's (1.4). What is Adib's share of the profit in the described business?,"10,000","14,000","15,000","20,000",b,"Calculation: 44,000 / (1 + 1.4 + 2) * 1.4 = 14,000."
2025,Business Org & Mgmt 1st,Chapter 4,Jessore Board,Board,A minor (nabalok) can enjoy benefits as which partner?,Sleeping,Nominal,Limited,General,c,A minor's liability is always limited to their share in the business.
2025,Business Org & Mgmt 1st,Chapter 4,Jessore Board,Board,How do partners supply capital?,Court order,Status,Agreement,Proportionally,c,The 'Partnership Deed' (Chuktipotro) decides the capital amount for each.
2025,Business Org & Mgmt 1st,Chapter 4,Jessore Board,Board,"Partnership considerations: (i. Forced capital, ii. Mutual consent, iii. Mutual trust)",i & ii,i & iii,ii & iii,"i, ii & iii",c,"Capital isn't always mandatory (e.g., worker partners provide skill)."
2025,Business Org & Mgmt 1st,Chapter 4,Mymensingh Board,Board,Which section of 1932 Act defines Dissolution?,39,40,41,42,a,Section 39 specifically describes the 'Dissolution of the Firm'.
2025,Business Org & Mgmt 1st,Chapter 4,Mymensingh Board,Board,Main reason for partnership failure in Bangladesh?,No capital,No entity,Slow decision,Distrust,d,Lack of mutual trust and suspicion leads to most firm breakups.
2025,Business Org & Mgmt 1st,Chapter 4,Mymensingh Board,Board,Common link between Sole and Partnership?,Profit sharing,Ownership/Mgmt,Unlimited liability,Small capital,c,"In both, owners are personally liable for all business debts."
2025,Business Org & Mgmt 1st,Chapter 4,Mymensingh Board,Board,"In special cases, a minor is treated as which partner?",Nominal,Limited,Sleeping,Estoppel,b,A minor admitted to benefits acts as a limited partner by default.
2025,Business Org & Mgmt 1st,Chapter 4,Mymensingh Board,Board,Stem: Sadru is disabled. Nazrul has to pay all business debts. Q: Nazrul's type?,General,Limited,Passive,Quasi,a,General (Sadharon) partners have unlimited and joint liability.
2025,Business Org & Mgmt 1st,Chapter 4,Mymensingh Board,Board,Stem: Sadrul is permanently disabled. Q: Which type of dissolution will occur?,By Consent,Compulsory,By Notice,By Court Order,d,Section 44(a) states a court can dissolve a firm if a partner becomes permanently incapable.
2025,Business Org & Mgmt 1st,Chapter 4,Comilla Board,Board,What type of partner is a minor (Nabalok)?,Nominal,Sleeping,Limited,Estoppel,c,"Legally, a minor cannot take full liability, so their role is ""Limited"" (Seemaboddho)."
2025,Business Org & Mgmt 1st,Chapter 4,Comilla Board,Board,"Legally, which business has no separate entity?",State,Partnership,Company,Cooperative,b,"Unlike companies, a partnership is not a separate legal person from its owners."
2025,Business Org & Mgmt 1st,Chapter 4,Comilla Board,Board,"Advantages of Partnership are- (i. Easy formation, ii. Freedom in management, iii. More capital supply)",i & ii,i & iii,ii & iii,"i, ii & iii",b,"While management is shared, it is not ""independent"" like sole proprietorship."
2025,Business Org & Mgmt 1st,Chapter 4,Comilla Board,Board,A partner who allows the firm to use his name/reputation by agreement is called?,Active,Worker,Estoppel,Nominal,d,Nominal (Nammatro) partners only lend their name/reputation for a fee or goodwill.
2025,Business Org & Mgmt 1st,Chapter 4,Barisal Board,Board,Stem: 3 sisters perform and share earnings but it's not a partnership. Q: Why?,No profit motive,No capital supply,No contractual rel.,No mutual agency,c,"Partnership MUST arise from a contract (Chukti), not just from birth or status."
2025,Business Org & Mgmt 1st,Chapter 4,Barisal Board,Board,Which Partnership Act is currently effective in Bangladesh?,1913,1920,1932,1994,c,Bangladesh follows the British-era Partnership Act of 1932.
2025,Business Org & Mgmt 1st,Chapter 4,Barisal Board,Board,Which is an essential element of a partnership business?,Honesty,Mutual Trust,Abundant Capital,Legal Entity,b,Mutual Trust & Confidence (Parasparik Astha o Bishshash) is the soul of a firm.
2025,Business Org & Mgmt 1st,Chapter 4,Barisal Board,Board,"Which section of the Act defines ""Dissolution""?",39,40,41,42,a,Section 39 defines the dissolution of a partnership firm.
2025,Business Org & Mgmt 1st,Chapter 4,Sylhet Board,Board,How can a minor become a partner?,Consent of all,Using experience,Applying skill,Using reputation,a,A minor can only be admitted to the benefits of a firm with everyone's consent.
2025,Business Org & Mgmt 1st,Chapter 4,Sylhet Board,Board,"Compulsory dissolution happens- (i. Death of a member, ii. Business becomes illegal, iii. All but one bankrupt)",i & ii,i & iii,ii & iii,"i, ii & iii",c,Section 41 covers illegal business and insolvency of all but one partner.
2025,Business Org & Mgmt 1st,Chapter 4,Sylhet Board,Board,How does a passive (sleeping) partner contribute?,Advice/Support,Managing,Skill exchange,Investing Capital,d,Sleeping partners provide funds but do not participate in daily work.
2025,Business Org & Mgmt 1st,Chapter 4,Sylhet Board,Board,"Stem: Priyom & Palash (1L, 70k). Joy joins with 50k on condition of NO management. Q: Joy is what type?",General,Passive,Nominal,Estoppel,b,"Since Joy provides capital but doesn't manage, he is a Passive/Sleeping partner."
2025,Business Org & Mgmt 1st,Chapter 4,Sylhet Board,Board,"Stem: Total Capital 2.2L (1L+70k+50k). Profit 66k. Q: Applicable- (i. Optional, ii. Priyom gets 30k, iii. Joy's liability limited)",i & ii,i & iii,ii & iii,"i, ii & iii",a,"Calculation: (66,000 / 2.2L) * 1L = 30,000. Joy's liability is unlimited unless registered as limited."
2025,Business Org & Mgmt 1st,Chapter 4,Sylhet Board,Board,Who allows reputation use in exchange for benefits?,Worker,Quasi-partner,Nominal,Estoppel,c,(Repeat Concept) Nominal partners provide goodwill/name for a share or fee.
2025,Business Org & Mgmt 1st,Chapter 4,Sylhet Board,Board,A minor must declare his intent within how many days of becoming an adult?,90,180,270,360,b,A minor has 6 months (180 days) to publicly declare if they will stay in the firm.
2025,Business Org & Mgmt 1st,Chapter 4,Dinajpur Board,Board,"Minimum number of ""General Partners"" in a limited partnership?",1,2,3,7,a,"To keep the firm legal, at least one partner must have unlimited liability."
2025,Business Org & Mgmt 1st,Chapter 4,Dinajpur Board,Board,How does a court-ordered dissolution happen?,Death of partner,Insolvency,Business illegal,Partner goes insane,d,Section 44(a) covers insanity (Mostishko Bikriti) as a ground for court dissolution.
2025,Business Org & Mgmt 1st,Chapter 4,Dinajpur Board,Board,Stem: Rod & friends form a firm to build a foot-over bridge (9 months). Q: Dissolution method?,Compulsory,Special event,By Notice,By Court,b,Section 42(b) says a firm dissolves upon the completion of the specific task.
2025,Business Org & Mgmt 1st,Chapter 4,Dinajpur Board,Board,Who leaves their capital as a loan after retirement?,Active,Passive,Estoppel,Quasi-partner,d,A Quasi-partner (Apatdrishti) is a retired partner who leaves their funds in the business.
2023,Business Org & Mgmt 1st,Chapter 4,Dhaka Board,Board,"Stem: Three friends XYZ formed a farm for pesticide-free vegetables. To avoid legal issues, they now want a new entity with separate status. Q: What type is XYZ farm based on ownership?",Cooperative,Partnership,Joint Stock,Business Alliance,b,A business formed by friends to share profit/loss without separate legal status is a partnership.
2023,Business Org & Mgmt 1st,Chapter 4,Dhaka Board,Board,Why can a partnership business last for a long time?,Contractual relation,Statutory relation,Kinship relation,Mutual trust & confidence,d,Mutual trust (Parasparik Astha) is the foundation that keeps partners together.
2023,Business Org & Mgmt 1st,Chapter 4,Dhaka Board,Board,Stem: 5 friends started a business. They took Mr. Susan as a partner to use his reputation. Q: What type of partner is Mr. Susan?,General,Nominal,Quasi-partner,Sleeping,b,Nominal (Nammatro) partners allow the firm to use their name/reputation without investing much capital.
2023,Business Org & Mgmt 1st,Chapter 4,Dhaka Board,Board,"Stem: (Cont. from above) The firm needs a loan but faces issues with the bank. Q: How can they solve the problem? (i. Loans from relatives, ii. Personal bank loans, iii. Selling shares)",i & ii,i & iii,ii & iii,"i, ii & iii",a,Partnerships cannot sell shares to the public; only companies can do that.
2023,Business Org & Mgmt 1st,Chapter 4,Rajshahi Board,Board,What is the minimum number of members in a banking partnership?,2,7,10,20,a,"For any partnership (general or banking), the minimum number of members is 2."
2023,Business Org & Mgmt 1st,Chapter 4,Rajshahi Board,Board,"Stem: Sunny, Johny, Rony invested 1.5L, 1L, and 50k. Sunny will not bear more liability than his capital. Q: Sunny is what type?",General,Nominal,Limited,Estoppel,c,A partner whose liability is restricted to his investment is a Limited (Seemaboddho) partner.
2023,Business Org & Mgmt 1st,Chapter 4,Rajshahi Board,Board,"Stem: (Cont. from above) Loss is 6L. Q: In this firm- (i. Limited partner exists, ii. Rony's liability 1.5L, iii. Johny's liability 2L)",i & ii,i & iii,ii & iii,"i, ii & iii",a,"Since Sunny is limited, the others (General partners) have unlimited liability to cover the loss."
2023,Business Org & Mgmt 1st,Chapter 4,Jessore Board,Board,Partnership business in Bangladesh is formed under which year's law?,1912,1913,1932,1994,c,The governing law is the Partnership Act of 1932.
2023,Business Org & Mgmt 1st,Chapter 4,Jessore Board,Board,"Stem: Rony, Johny, Mony are partners. Johny's liability is not more than his invested capital. Q: What type of partnership is this?",General,Limited,Specific,Optional,b,A partnership containing at least one limited partner is a Limited Partnership.
2023,Business Org & Mgmt 1st,Chapter 4,Jessore Board,Board,"Stem: Bacchu, Saju, Sani have an oral agreement. Sani invests capital but doesn't manage. Q: Sani is what type?",Quasi-partner,Sleeping,Estoppel,Nominal,b,Investing capital but not participating in management defines a Sleeping (Nidrito) partner.
2023,Business Org & Mgmt 1st,Chapter 4,Jessore Board,Board,"Stem: (Cont. from above) They cannot take legal action against a debtor. Q: To solve this, they should- (i. Written agreement, ii. Register deed, iii. Appoint arbitrator)",i & ii,i & iii,ii & iii,"i, ii & iii",a,An unregistered firm cannot sue a third party for more than 100 Taka.
2023,Business Org & Mgmt 1st,Chapter 4,Comilla Board,Board,What is the relationship between partners in a partnership?,Family,Contractual,Legal,Social,b,"Partnership is a ""Contractual Relationship"" (Chuktiboddho Shomporko)."
2023,Business Org & Mgmt 1st,Chapter 4,Comilla Board,Board,What type of partner is a minor in a partnership?,Nominal,Estoppel,Limited,Secretary,c,A minor's liability is always limited to his share in the firm.
2023,Business Org & Mgmt 1st,Chapter 4,Comilla Board,Board,Minimum members in a banking partnership?,2,7,10,20,a,(Repeat Concept) Minimum for any partnership is 2.
2023,Business Org & Mgmt 1st,Chapter 4,Comilla Board,Board,Bashir resigned but kept his money as a loan. He still visits. Bashir is what type?,Estoppel,Limited,By conduct,Quasi-partner,d,A retired partner who leaves his capital as a loan is a Quasi-partner (Apatdrishti).
2023,Business Org & Mgmt 1st,Chapter 4,Chittagong Board,Board,Which type of partner will receive profit from the business?,Quasi-partner,By conduct,Estoppel,Limited,d,Limited partners get profit; Quasi-partners get interest on their loan.
