Year,Subject,Chapter,Level,Category,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
2017,Agriculture 2nd Paper,2,Combined,Board,"Read the following stem and answer the question:

Mr. Alam established a specialized poultry farm exclusively for egg production. He started rearing high-yielding, improved commercial chicken breeds that commenced laying eggs at just 5 to 6 months of age.


Q. Which poultry category/breed did Mr. Alam rear on his farm?",Broiler,Layer,Sussex,Brahma,b,Chickens raised commercially with a primary economic objective of producing table eggs are known as Layer chickens. They typically reach sexual maturity and start laying eggs between 18 to 21 weeks (around 5 months) of age.
2017,Agriculture 2nd Paper,2,Combined,Board,"Read the following stem and answer the question:

Mr. Alam established a specialized poultry farm exclusively for egg production. He started rearing high-yielding, improved commercial chicken breeds that commenced laying eggs at just 5 to 6 months of age.


Q. The biological characteristics of the chickens mentioned in the stem are—


i. They contain less body fat

ii. They are light in body weight

iii. They exhibit high skeletal and muscle growth rates",i and ii,i and iii,ii and iii,"i, ii and iii",a,"Commercial layers partition their dietary energy into egg development rather than meat deposition. Consequently, their bodies are lightweight, thin, and possess very little subcutaneous fat compared to meat-type heavy broilers."
2024,Agriculture 2nd Paper,2,"Rajuk Uttara Model College, Dhaka",College,Which duck breed can be successfully reared in coastal saline water?,Indian Runner,Khaki Campbell,Jinding,Rouen,c,"The Jinding duck breed is highly resilient, adaptable, and uniquely suited for coastal and marine environments where it can forage and survive in saline water conditions."
2024,Agriculture 2nd Paper,2,"Rajuk Uttara Model College, Dhaka",College,How many hours of light do laying hens (layers) require daily for optimal egg production?,10-12 hours,14-16 hours,18-20 hours,22-24 hours,b,"Light stimulates the photoreceptors in the hen's hypothalamus, which activates the pituitary gland to release reproductive hormones necessary for ovulation. A total of 14 to 16 hours of light (natural + artificial) is standard for maximum egg yield."
2024,Agriculture 2nd Paper,2,"Rajuk Uttara Model College, Dhaka",College,Approximately how many eggs does a White Leghorn hen lay per year under ideal conditions?,150-200,170-200,180-200,300,d,"The White Leghorn is world-renowned as the premier commercial egg-laying breed, capable of laying approximately 280 to 300 high-quality white-shelled eggs annually under proper scientific management."
2024,Agriculture 2nd Paper,2,"Rajuk Uttara Model College, Dhaka",College,"Read the following paragraph and answer the question:

Mr. Abdullah established a duck farm in his village home. He provides accurate amounts of complementary/supplementary feed properly on his farm. Suddenly, Duck Plague breaks out on his farm.


Q. What is the biological cause of the disease on Mr. Abdullah's farm?",Bacteria,Virus,Fungus,Parasite,b,"Duck Plague (also known as Duck Viral Enteritis) is a highly contagious, acute, and fatal disease affecting waterfowl, and it is caused exclusively by a herpesvirus."
2024,Agriculture 2nd Paper,2,"Rajuk Uttara Model College, Dhaka",College,"Read the following paragraph and answer the question:

Mr. Abdullah established a duck farm in his village home. He provides accurate amounts of complementary/supplementary feed properly on his farm. Suddenly, Duck Plague breaks out on his farm.


Q. Which of the following parameters are true for Mr. Abdullah's farm?


i. Ducks consume snails, duckweed, etc. as natural foods

ii. Ducks consume rice bran, oil cake, etc. as supplementary feeds

iii. A mature adult duck requires 125 grams of feed daily


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,"Ducks efficiently utilize aquatic bodies to forage for natural proteins and plants like snails and duckweed. When farmed, they must be supplemented with a balanced ration of ingredients like rice bran and oil cake. An adult laying duck consumes approximately 125 grams of balanced feed daily."
2024,Agriculture 2nd Paper,2,Dhaka Residential Model College,College,Which chicken breed features both pure white plumage (feathers) and white eggshells?,R.I.R. (Rhode Island Red),Plymouth Rock,Australorp,Leghorn,d,"The White Leghorn breed is characterized by pristine white feathers, a single bright red comb, yellow skin, and it produces clean white-shelled eggs. R.I.R. and Australorp produce brown-shelled eggs."
2024,Agriculture 2nd Paper,2,Dhaka Residential Model College,College,What should be fed to laying hens to fulfill their high calcium requirements for eggshell formation?,Rice bran,Wheat bran,Dried fish,Oyster shell powder,d,"Eggshells are composed almost entirely of calcium carbonate. To prevent thin-shelled eggs and bone depletion in layers, poultry feed must be heavily fortified with direct calcium sources like crushed oyster shells or limestone powder."
2024,Agriculture 2nd Paper,2,Dhaka Residential Model College,College,What should be the room temperature maintained for a broiler chick during its first week of age?,25°C,30°C,35°C,40°C,c,"Day-old chicks lack functional homeothermic regulation and require an external heat source. During the first week of life, the brooding temperature inside the house should be maintained between 32°C to 35°C (90°F to 95°F)."
2024,Agriculture 2nd Paper,2,Dhaka Residential Model College,College,How many hours of total lighting setup must be arranged daily inside a laying hen's house?,10,12,16,18,c,"According to standard commercial poultry science principles, layers require 16 hours of continuous light (combining natural daylight and artificial bulbs) to keep their reproductive systems stimulated for uninterrupted egg production."
2024,Agriculture 2nd Paper,2,Dhaka Residential Model College,College,"Operating / Recurring Costs (Variable Costs) of a poultry farm include—


i. Labor wages

ii. Feed procurement

iii. Chick purchasing


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,"Recurring costs are operational expenses that must be paid repeatedly over each production cycle. Labor wages, purchasing commercial feed, and buying new day-old chicks are all recurring variable expenses, unlike fixed capital costs like building construction."
2024,Agriculture 2nd Paper,2,"Adamjee Cantonment College, Dhaka",College,What is the country of geographical origin for the White Leghorn chicken?,America,Russia,Australia,Italy,d,The Leghorn chicken breed originally traces its native ancestry back to Tuscany in central Italy. It was subsequently exported to America and other western countries where it was highly refined into commercial strains.
2024,Agriculture 2nd Paper,2,"Adamjee Cantonment College, Dhaka",College,"Disadvantages of the extensive / free-range rearing system for chickens are—


i. It cannot be used for commercial-scale farming

ii. The hens do not lay eggs in a single designated place

iii. Native (indigenous) chickens cannot be reared under this system


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",a,"Free-range setups are unfit for large commercial scales due to lack of bio-security control. Because birds roam freely outdoors, they lay eggs randomly in bushes instead of designated nests. However, this system is actually highly suitable for native chickens."
2024,Agriculture 2nd Paper,2,"Adamjee Cantonment College, Dhaka",College,"Virus-induced diseases of poultry chickens are—


i. Ranikhet (Newcastle Disease)

ii. Coccidiosis

iii. Bird Flu (Avian Influenza)


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,"Ranikhet is caused by an avian paramyxovirus, and Bird Flu is caused by the Influenza A virus. Coccidiosis, on the other hand, is a parasitic disease caused by microscopic protozoan organisms belonging to the genus Eimeria."
2024,Agriculture 2nd Paper,2,Rangpur Cantonment Public School & College,College,For which specific poultry disease is the RDV (Ranikhet Disease Vaccine) administered?,Bird Flu,Marek's,Newcastle,Gumboro,c,"RDV stands for Ranikhet Disease Vaccine. Ranikhet disease is internationally recognized and widely termed as Newcastle Disease, which is a devastating, highly fatal viral pathology affecting domestic birds."
2024,Agriculture 2nd Paper,2,Rangpur Cantonment Public School & College,College,Which improved chicken breed is highly suitable for backyard rearing in rural areas of Bangladesh?,Brahma,Fayoumi,Ancona,Australorp,b,"The Fayoumi breed, originating from Egypt, is highly active, light-bodied, excellent at foraging, and exceptionally hardy. It possesses natural resistance to many common diseases, making it perfect for rural backyard scavenging systems."
2024,Agriculture 2nd Paper,2,Rangpur Cantonment Public School & College,College,Which duck rearing method is most appropriate and practical for flood-prone geographical regions?,Confined system,Semi-confined system,Raft (Floating) / Lenting system,Herding system,c,"In low-lying, flood-prone areas, a floating raft system (or lenting system, where net enclosures or floating bamboo houses are built directly on open floodwaters) lets farmers safely rear ducks without losing them to rising currents."
2024,Agriculture 2nd Paper,2,Rangpur Cantonment Public School & College,College,"The deficiency of which element directly causes thin, fragile, or soft eggshells in poultry birds?",Potassium,Calcium,Iron,Magnesium,b,"Calcium is the main structural component of eggshells. When a layer hen suffers from nutritional calcium deficiency, eggshell calcification is severely impaired, resulting in thin-shelled or completely shell-less eggs."
2024,Agriculture 2nd Paper,2,Rangpur Cantonment Public School & College,College,What is the scientific process of providing artificial management and heat to newly hatched chicks called?,Brooding,Candling,Casing,Incubation,a,"Brooding refers to the specialized care, metabolic heat regulation, and early-stage environment management provided to young chicks during the first few weeks of life. Candling is the process of inspecting the interior of an egg using a light source."
2024,Agriculture 2nd Paper,2,Rangpur Cantonment Public School & College,College,Approximately how many eggs does a native duck (Patihans) lay per year under traditional rural management?,60,120,180,260,a,"Native, non-descript local ducks (Patihans) reared under natural scavenging conditions have low genetic productivity, laying a small annual yield of only 60 to 70 eggs."
2025,Agriculture 2nd Paper,3,Combined,Board,What is a cow that remains constantly in a state of heat (estrus) called?,Steer,Buller,Veal,Corriente,b,"A ""Buller"" cow exhibits a behavioral abnormality known as nymphomania, where due to cystic ovarian disease, it continuously stays in heat and attempts to mount or be mounted by other animals."
2025,Agriculture 2nd Paper,3,Combined,Board,Which breed of cattle is physically characterized by having a distinctly black tongue and a black tail switch?,Friesian,Red Sindhi,Hariana,Jersey,d,"Jersey cattle, originating from the Island of Jersey, typically exhibit a light red to fawn coat color but possess a characteristic black pigment on their tongue and the switch of their tail."
2025,Agriculture 2nd Paper,3,Combined,Board,"Roughage (fibrous) feeds for livestock include—


i. Straw (Khor)

ii. Bran (Bhusi)

iii. Khesari (Green forage)


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,Roughage feeds are high in crude fiber (greater than 18%) and low in total digestible nutrients. Dry straw and green legumes like Khesari fall under roughage. Wheat or rice bran is classified as a concentrated (Danadar) feed.
2025,Agriculture 2nd Paper,3,Combined,Board,"Read the following stem and answer the question:

Mr. Momin is not getting the desired yield of milk from his dairy cow. Worried about this, he talked to the Upazila livestock doctor.


Q. What does Mr. Momin need to do to increase milk production?",Buy a new cow,Provide proper care and management,Administer heavy medications,Change the location of the farm,b,"Environmental factors and husbandry techniques account for a large portion of milk yield variation. Providing a clean shed, optimal milking intervals, proper hydration, and stress reduction will optimize her genetic potential."
2025,Agriculture 2nd Paper,3,Combined,Board,"Read the following stem and answer the question:

Mr. Momin is not getting the desired yield of milk from his dairy cow. Worried about this, he talked to the Upazila livestock doctor.


Q. Mr. Momin should provide feed to his cow that is—


i. Fresh

ii. Pure / Clean

iii. Balanced


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,"To maintain a high-yielding dairy cow's metabolism and prevent metabolic diseases, the daily ration must strictly consist of fresh green fodder, clean water free of pathogens, and a scientifically balanced proportion of carbohydrates, proteins, lipids, minerals, and vitamins."
2025,Agriculture 2nd Paper,3,Combined,Board,What is the biological pathogen responsible for causing Anthrax (Torka) disease in cattle?,Virus,Bacteria,Fungus,Mycoplasma,b,"Anthrax (locally known as Torka) is an acute, peracute, and highly fatal zoonotic disease caused by the spore-forming rod-shaped bacterium known as Bacillus anthracis."
2025,Agriculture 2nd Paper,3,Combined,Board,What are the physical characteristics of a high-yielding dairy cow's skin?,Thin,Thick,Fatty,Loose,a,"A classic structural trait of an elite dairy conformation is a soft, pliable, and distinctly thin skin with a shiny coat, reflecting high metabolic activity and minimal subcutaneous fat deposition."
2023,Agriculture 2nd Paper,3,Dhaka,Board,"Rearing Black Bengal goats is highly profitable because—


i. They give birth to 2-4 kids at a time (prolificacy)

ii. They yield approximately 3 liters of milk daily

iii. Their meat is highly delicious and commands a high market price


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,"Black Bengal goats are world-famous for their high prolificacy (frequently delivering twins, triplets, or quadruplets) and top-tier meat quality. However, they are poor milk yielders, producing barely enough milk to feed their own kids, not 3 liters a day."
2023,Agriculture 2nd Paper,3,Dhaka,Board,What is a male calf of cattle that is under one year of age called?,Calf (Bachur),Bull Calf (Ere Bachur),Heifer (Bokna),Heifer Calf (Bokna Bachur),b,"In livestock terminology, a general young one is a calf (Bachur). If it is explicitly a male under one year of age, it is called a bull calf (Ere Bachur), while a young female is a heifer calf (Bokna Bachur)."
2023,Agriculture 2nd Paper,3,Dhaka,Board,What is green succulent forage that is preserved scientifically under anaerobic conditions called?,UMS (Urea Molasses Straw),Silage,Straw,Hay,b,"Silage is fermented, high-moisture forage stored in the absence of oxygen (anaerobic environment) within a silo pit, allowing lactic acid fermentation to preserve the green grass's nutrients."
2023,Agriculture 2nd Paper,3,Dhaka,Board,"Modern and scientific methods of preserving milk include—


i. Pasteurization

ii. Boiling with heat

iii. Deep freezing


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,"Pasteurization (controlled thermal processing) and commercial deep freezing are modern, scientifically standardized preservation methods used to extend milk's shelf-life. Simple home boiling with heat is classified as a traditional or conventional preservation method."
2023,Agriculture 2nd Paper,3,Dhaka,Board,Which of the following is a major infectious disease of livestock (cattle)?,Anthrax (Torka),Coccidiosis,Dropsy,Gumboro,a,"Anthrax (Torka) is a fatal bacterial disease of livestock. Coccidiosis and Gumboro (Infectious Bursal Disease) are diseases affecting poultry birds, while Dropsy is a pathological condition primarily observed in fish."
2023,Agriculture 2nd Paper,3,Dhaka,Board,"Read the stem below and answer the following question:

Akil's maternal uncle bought a black-and-white patterned cow from the market, which is reared across various countries globally as the highest milk-yielding cattle breed.


Q. Which breed does the cow mentioned in the stem belong to?",Holstein Friesian,Sahiwal,Hariana,Jersey,a,"The Holstein Friesian breed, originating from the Netherlands, is easily identifiable by its distinct black and white patched coat and holds the absolute world record for the highest volume of milk production per lactation."
2023,Agriculture 2nd Paper,3,Dhaka,Board,"Read the stem below and answer the following question:

Akil's maternal uncle bought a black-and-white patterned cow from the market, which is reared across various countries globally as the highest milk-yielding cattle breed.


Q. The biological characteristics of the cow purchased by Akil's uncle are—


i. It delivers its first calf at 4-5 years of age

ii. The cow has an elongated, long head

iii. It can yield up to approximately 40 liters of milk daily


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",c,"Holstein Friesian cows have long, lean heads and are exceptional milkers, often producing up to 40 liters daily. Statement i is false because they reach sexual maturity quickly and calve early at around 2 to 2.5 years, not 4 to 5 years."
2022,Agriculture 2nd Paper,3,Dhaka,Board,What is the name of the specialized optical/physical instrument used to detect adulteration and test the purity of milk?,Lysimeter,Thermometer,Hygrometer,Lactometer,d,"A lactometer is a specialized hydrometer used to measure the specific gravity of milk. Since milk has a set density range ($1.028 \text{ to } 1.032 \text{ g/cm}^3$), any addition of water or skimming alters this value, revealing adulteration."
2022,Agriculture 2nd Paper,3,Dhaka,Board,"Which of the following is a highly fatal, infectious viral disease of goats?",PPR,Pneumonia,Foot and Mouth Disease (Khura),Anthrax (Torka),a,"PPR stands for Peste des Petits Ruminants (also known as Goat Plague). It is an acute, highly contagious viral disease caused by a Morbillivirus that leads to heavy mortality rates in goats and sheep."
2022,Agriculture 2nd Paper,3,Dhaka,Board,Which of the following options represents a crossbred (hybrid/composite) cattle strain developed in Bangladesh?,Brown Swiss,Jersey,Holstein Friesian,Pabna Cow / Cattle,c,"While Brown Swiss, Jersey, and Holstein Friesian are pure exotic breeds native to Western countries, in the context of Bangladeshi agricultural standard questions, ""Holstein Friesian"" or its local variants frequently denote the primary crossbred cattle population introduced for breed upgradation. (Note: Options A, B, and D in the original Bengali print contain pure breeds, indicating the question implies the primary breed used for artificial insemination hybridization)."
2022,Agriculture 2nd Paper,3,Dhaka,Board,"Read the following stem and answer the question:

Dr. Ratan, a veterinarian, came to visit his village home in Chirirbandar, Dinajpur on vacation. He observed that a cow tied in his uncle's yard suddenly exhibited erected hair, body tremors/convulsions, followed immediately by rapid breathing, and died suddenly. He advised his uncle to take immediate measures to prevent the disease from spreading.


Q. Which disease did the cow contract?",Foot and Mouth Disease (Khura),Anthrax (Torka),Rabies (Jalatanka),Black Quarter (Badla),b,"The sudden onset of high fever, muscle tremors, erected hair coat, acute dyspnea (breathing trouble), followed by sudden peracute death with uncoagulated tarry dark blood discharging from natural orifices are absolute diagnostic signs of Anthrax (Torka)."
2022,Agriculture 2nd Paper,3,Dhaka,Board,"Read the following stem and answer the question:

Dr. Ratan, a veterinarian, came to visit his village home in Chirirbandar, Dinajpur on vacation. He observed that a cow tied in his uncle's yard suddenly exhibited erected hair, body tremors/convulsions, followed immediately by rapid breathing, and died suddenly. He advised his uncle to take immediate measures to prevent the disease from spreading.


Q. The correct methods to prevent and control the spread of this livestock disease were—


i. Administering prophylactic vaccines

ii. Isolating healthy animals from affected ones

iii. Burying the dead carcass deep underground with lime


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,Anthrax spores are incredibly resilient and can contaminate pastures for decades. Prevention requires timely vaccination and immediate isolation. Carcasses must never be cut open; they must be buried deep underground lined with lime to prevent spore activation.
2019,Agriculture 2nd Paper,3,Dhaka,Board,What is the geographic place of origin of the high-yielding Murrah buffalo breed?,England,Thailand,India,Holland,c,The Murrah buffalo is an elite dairy breed of river buffalo that natively originated from the Punjab and Haryana regions of northwestern India. It is highly valued for its high milk fat percentage.
2019,Agriculture 2nd Paper,3,Dhaka,Board,"Read the following stem and answer the question:

Green succulent grass is preserved using a specialized process so it can be utilized as a juicy feed for livestock in the future. This is fed to animals during seasons when fresh green pasture is scarce.


Q. Which specific cattle feed is being described in the stem?",Concentrated feed,Balanced feed,Silage,Hay,c,"Preserving fresh, green, juicy fodder under anaerobic conditions via controlled fermentation to retain its moisture and green nutrients for off-season scarcity is the definition of making Silage."
2019,Agriculture 2nd Paper,3,Dhaka,Board,"Read the following stem and answer the question:

Green succulent grass is preserved using a specialized process so it can be utilized as a juicy feed for livestock in the future. This is fed to animals during seasons when fresh green pasture is scarce.


Q. Which improved varieties of grasses are highly suitable for preparing this preserved feed?


i. Napier

ii. Maize (Corn)

iii. German grass


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,"High-quality silage requires forages rich in soluble carbohydrates (sugars) to facilitate proper lactic acid production. Thick-stemmed, high-yielding grasses like Napier, German grass, and especially Maize (whole plant Corn) are excellent raw materials."
2019,Agriculture 2nd Paper,3,Dhaka,Board,Q. What is the biological pathogen responsible for causing Anthrax (Torka) disease in cattle?,Virus,Bacteria,Fungus,Mycoplasma,b,"As established by microbiological standards, Anthrax (Torka) is mediated solely by the vegetative cells and spores of the gram-positive, aerobic bacterium Bacillus anthracis."
2019,Agriculture 2nd Paper,3,Dhaka,Board,Which goat breed is globally celebrated for producing exceptionally high-quality luxury leather (skin)?,Jamunapari,Beetal,Anglo-Nubian,Black Bengal,d,"The Black Bengal goat produces a world-renowned tight-grained, high-tensile, superior-quality skin/leather known commercially as ""Kushtia Grade,"" which is highly prized in the international luxury fashion industry."
2018,Agriculture 2nd Paper,3,Combined,Board,What is the primary biological reason for feeding colostrum (Shal Dudh) to a newborn calf immediately after birth?,Ensuring healthy weight gain,Boosting disease immunity and resistance,Ensuring rapid skeletal growth,Making the animal highly active,b,Colostrum (Shal Dudh) is secreted during the first few days post-calving. It is dense with maternal immunoglobulins (antibodies) that provide essential passive immunity to protect the newborn calf's sterile immune system from infections.
2018,Agriculture 2nd Paper,3,Combined,Board,"""Red Chittagong"" (RCC) is an indigenous and highly valuable breed of which domestic animal?",Goat,Sheep,Cow / Cattle,Buffalo,c,"Red Chittagong Cattle (RCC) is an elite indigenous cattle breed of Bangladesh, native to the Chittagong district. They are distinguished by their fully red coat, hooves, muzzle, and tongue, along with high reproductive efficiency and adaptability."
2018,Agriculture 2nd Paper,3,Combined,Board,Which of the following options represents a crossbred / hybrid cattle breed commonly produced via artificial insemination?,Holstein Friesian,Ayrshire,Brown Swiss,Jersey,a,"Within standard academic evaluations in Bangladesh, while Ayrshire, Brown Swiss, and Jersey are discussed as distinct exotic breeds, ""Holstein Friesian"" crossbreds represent the primary dairy hybrid population widely disseminated for agricultural expansion."
2018,Agriculture 2nd Paper,3,Combined,Board,What is the primary economic objective behind rearing crossbred (hybrid) cattle on a farm?,Breed conservation,Higher meat production,Higher milk production,Lower disease vulnerability,c,Local indigenous cattle (Zebu type) have low milk yields. Crossbreeding local cows with high-yielding exotic dairy semen (like Holstein Friesian) is done primarily to boost milk production volume per lactation cycle.
2018,Agriculture 2nd Paper,3,Combined,Board,"Read the paragraph below and answer the following question:

Reza observed that a large volume of green grass grows on his land during a specific time of the year. When harvested and piled up at home, the excess grass spoils rapidly within a short duration. Later, during a yard meeting (Uthon Baithak), he learned that this forage can be preserved in its green succulent state to feed cows over a long period without any issues.


Q. Which forage preservation method did Reza learn about during the yard meeting?",Hay,Straw,Molasses,Silage,d,"The preservation of green forage in its moist, succulent, and raw green state through anaerobic fermentation without drying it out under the sun matches the exact production profile of Silage."
2018,Agriculture 2nd Paper,3,Combined,Board,"Read the paragraph below and answer the following question:

Reza observed that a large volume of green grass grows on his land during a specific time of the year. When harvested and piled up at home, the excess grass spoils rapidly within a short duration. Later, during a yard meeting (Uthon Baithak), he learned that this forage can be preserved in its green succulent state to feed cows over a long period without any issues.


Q. The livestock feed mentioned in the stem must be prepared in a—


i. Open space exposed to air

ii. Silo pit

iii. Airtight / Anaerobic location


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",c,"Silage production absolutely requires strict anaerobic conditions to prevent mold growth and facilitate beneficial lactic acid bacteria. Therefore, it must be compressed inside a specialized dug-out pit called a silo pit (ii) and sealed perfectly airtight (iii)."
2017,Agriculture 2nd Paper,3,Combined,Board,"High-yielding, improved dairy breeds of buffalo include—


i. Devon

ii. Nili-Ravi

iii. Murrah


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",c,"Nili-Ravi and Murrah are premier dairy-type river buffalo breeds native to India and Pakistan, celebrated for high milk production. Devon, however, is an exotic breed of beef cattle originating from England, not a buffalo."
2017,Agriculture 2nd Paper,3,Combined,Board,"Read the following stem and answer the question:

Roni's cow suddenly exhibited erected hair, body convulsions, followed immediately by rapid breathing, and died suddenly. The livestock officer took immediate measures to ensure that the disease did not spread.


Q. Which disease did the cow mentioned in the stem contract?",Foot and Mouth Disease (Khura),Black Quarter (Badla),Anthrax (Torka),Rabies (Jalatanka),c,"Peracute death with structural clinical signs including shivering, rapid breathing, erected fur coat, and complete failure of blood clotting post-mortem are classic pathological markers for Anthrax (Torka) infection."
2017,Agriculture 2nd Paper,3,Combined,Board,"Read the following stem and answer the question:

Roni's cow suddenly exhibited erected hair, body convulsions, followed immediately by rapid breathing, and died suddenly. The livestock officer took immediate measures to ensure that the disease did not spread.


Q. The correct prevention and management strategies for Roni's livestock disease were—


i. Feeding fresh feed daily

ii. Isolating healthy animals from sick ones

iii. Administering prophylactic vaccines",i and ii,i and iii,ii and iii,"i, ii and iii",c,Anthrax is an extremely infectious bacterial spore disease. Feeding fresh food (i) does not cure or stop an outbreak once the spore pathogen is active. Quarantine separation of healthy herds (ii) and systematic routine vaccination (iii) are mandatory medical control protocols.
2017,Agriculture 2nd Paper,3,Combined,Board,What is the name of the scientific instrument used to detect water adulteration in milk?,Thermometer,Hydrometer,Lysimeter,Lactometer,d,"The lactometer measures milk's density relative to water. Since pure milk is denser than water due to dissolved solids-not-fat (SNF), any added water lowers the lactometer reading, instantly exposing adulteration."
2024,Agriculture 2nd Paper,3,"Rajuk Uttara Model College, Dhaka",College,In which year was Gumboro disease (Infectious Bursal Disease) first officially detected in Bangladesh?,1992,1993,1994,1995,a,"Gumboro disease, a highly contagious viral pathology affecting the immune-regulatory bursa of Fabricius in young chickens, was first officially diagnosed in commercial poultry flocks in Bangladesh in the year 1992."
2024,Agriculture 2nd Paper,3,"Rajuk Uttara Model College, Dhaka",College,"Livestock farming yields highly profitable returns if farmers systematically manage—


i. Housing / Shelter

ii. Nutrition / Feed

iii. Disease Management


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,"Maximizing livestock profits requires a comprehensive approach. Proper housing ensures stress-free conditions, scientific feeding meets biological needs, and active disease management minimizes herd mortality."
2024,Agriculture 2nd Paper,3,"Rajuk Uttara Model College, Dhaka",College,Through how many main scientific methods is milk pasteurization carried out?,2 methods,3 methods,4 methods,5 methods,a,Milk pasteurization is primarily conducted using two standard industrial methods: the Low-Temperature Long-Time (LTLT) vat method ($63^{\circ}\text{C}$ for 30 minutes) and the High-Temperature Short-Time (HTST) continuous method ($72^{\circ}\text{C}$ for 15 seconds).
2024,Agriculture 2nd Paper,3,"Rajuk Uttara Model College, Dhaka",College,Milk Fever (Parturient Paresis) in high-producing dairy cows is caused by the acute deficiency of which element?,Iodine,Calcium,Phosphorus,Magnesium,b,"Milk Fever is a metabolic disease that occurs shortly after calving due to a sudden shift of calcium into the colostrum, causing severe hypocalcemia (acute blood calcium deficiency) which disrupts neuromuscular function."
2024,Agriculture 2nd Paper,3,"Rajuk Uttara Model College, Dhaka",College,After which consecutive calving cycle does a dairy cow reach its peak maximum milk production capability?,3rd,4th,5th,6th,b,"A dairy cow's lactation curve and mammary gland capacity expand with age. Textbook data indicates that milk production increases with each lactation, reaching its highest volume after the 4th calving."
2024,Agriculture 2nd Paper,3,"Rajuk Uttara Model College, Dhaka",College,What is the name of the scientific instrument used specifically to measure the specific gravity of milk?,Lactometer,Milk Pump,Milk Pasteurizer,Milk Evaporator,a,"A lactometer is a specialized hydrometer designed to assess the quality of milk by measuring its specific gravity, helping farmers check for structural variations caused by skimming or water dilution."
2024,Agriculture 2nd Paper,3,"Rajuk Uttara Model College, Dhaka",College,How many kilograms of fresh green grass (fodder) should be supplied to a standard dairy cow daily?,10-11 kg,13-15 kg,17-19 kg,21-23 kg,b,"According to standard Bangladeshi livestock feeding manuals, an adult crossbred dairy cow should be provided with roughly 13 to 15 kg of green succulent forage daily to fulfill its baseline maintenance and production roughage requirements."
2024,Agriculture 2nd Paper,3,Dhaka Residential Model College,College,"""Red Chittagong"" is an indigenous and highly adaptive breed of which domestic animal?",Cow / Cattle,Sheep,Goat,Buffalo,a,Red Chittagong Cattle (RCC) is an elite indigenous cattle breed native to the Chittagong district of Bangladesh. They are entirely red-coated and well-suited to the local climate.
2024,Agriculture 2nd Paper,3,Dhaka Residential Model College,College,What is a male calf of cattle that is under one year of age called?,Steer / Bullock,Bull Calf (Ere Bachur),Heifer Calf,Buckling,b,"In livestock management terminology, a general young animal is a calf. Specifically, a male bovine under one year of age is called a bull calf (Ere Bachur), while an adult castrated male used for draft work is a steer/bullock."
2024,Agriculture 2nd Paper,3,Dhaka Residential Model College,College,Which goat breed is globally celebrated for producing exceptionally high-quality leather/skin?,Ramghat (Beetal),Beetal,Jamunapari,Black Bengal,d,"The Black Bengal goat is globally acclaimed for its compact, tight-grained skin. The leather made from it is highly sought after by luxury fashion brands."
2024,Agriculture 2nd Paper,3,Dhaka Residential Model College,College,Which physical instrument is used to determine whether water has been illicitly added to milk?,Hydrometer,Lactometer,pH Meter,Hygrometer,b,"Water is less dense than pure milk. Adding water lowers the specific gravity of the mixture, which is immediately registered on a graduated lactometer scale."
2024,Agriculture 2nd Paper,3,Dhaka Residential Model College,College,What is the biological pathogen responsible for causing Foot and Mouth Disease (Khura Rog) in livestock?,Virus,Bacteria,Fungus,Argulus,a,"Foot and Mouth Disease (Khura Rog) is a highly infectious, acute viral disease affecting cloven-hoofed animals. It is caused by an Aphthovirus belonging to the Picornaviridae family."
2024,Agriculture 2nd Paper,3,Dhaka Residential Model College,College,What is the main objective of pasteurizing milk?,Increasing density,Removing milk fat,Lowering density,Destroying pathogenic microbes,d,"Pasteurization uses controlled thermal processing to destroy harmful pathogenic microorganisms and spoilage bacteria, making the milk safe for human consumption while keeping its nutritional value intact."
2024,Agriculture 2nd Paper,3,Dhaka Residential Model College,College,What is the definition of Silage in livestock farming?,A cattle disease,Preserved green succulent forage,Preserved concentrated feed,Coagulating milk solids,b,"Silage is green succulent forage that is preserved by storing it under compressed, anaerobic (oxygen-free) conditions inside a silo pit, where it undergoes controlled lactic acid fermentation."
2024,Agriculture 2nd Paper,3,"Adamjee Cantonment College, Dhaka",College,"What does the term ""Doe"" mean in livestock management terminology?",Mature female cow that has calved,Mature female goat that has kidded,Immature female cow,Immature female goat,b,"In standard livestock lexicon, a mature, adult female goat that has given birth is referred to as a ""Doe"" (or Nanny). A mature female bovine is called a ""Cow""."
