Year,Subject,Chapter,Level,Category,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
2021,Finance 1st Paper,Chapter 1,Barisal,Board,What is the first task of finance after financial planning?,Identifying sources,Fund collection,Fund preservation,Fund investment,a,"Once a plan is made, the manager must identify exactly where the money will come from before collecting it."
2021,Finance 1st Paper,Chapter 1,Barisal,Board,In which finance is expenditure planned before income?,Public finance,Private finance,Personal finance,Commercial finance,a,The government first decides how much it needs to spend on the country and then determines how to raise that revenue.
2021,Finance 1st Paper,Chapter 1,Barisal,Board,Loans can be taken from foreign sources in—,Public finance,Personal finance,Business finance,Non-business finance,a,"While businesses can borrow abroad, foreign debt (like from the World Bank) is a defining characteristic of public finance."
2021,Finance 1st Paper,Chapter 1,Barisal,Board,Stem: Mr. Masum invests for profit and earns a large amount. He reinvests in multiple projects for higher profit. Q: What was his main goal?,Reputation,Wealth maximization,Profit maximization,Social welfare,c,"His primary drive is earning and increasing profit amounts, which aligns with profit maximization."
2021,Finance 1st Paper,Chapter 1,Barisal,Board,Stem: (Same as above) Q: Which principle did Mr. Masum follow?,Liquidity & Profit,Risk & Profit,Portfolio diversification,Suitability,c,"Investing in ""multiple projects"" is the core application of the portfolio diversification principle."
2021,Finance 1st Paper,Chapter 1,Barisal,Board,"Sources of public finance include— i. Treasury bills, ii. Income tax, iii. Import duty","i, ii","i, iii","ii, iii","i, ii, iii",d,All three are instruments or methods used by the state to manage or generate government funds.
2021,Finance 1st Paper,Chapter 1,Barisal,Board,"The main objective(s) of business— i. Profit maximization, ii. Sales growth, iii. Wealth maximization","i, ii","i, iii","ii, iii","i, ii, iii",b,"While sales matter, the financial objectives are focused on maximizing profit and, ultimately, the value/wealth of the firm."
2021,Finance 1st Paper,Chapter 1,Barisal,Board,What is the main goal of public finance?,Profit maximization,Business expansion,Wealth increase,Social welfare,d,(Repeat of 207) The government manages funds specifically for the collective good of society.
2021,Finance 1st Paper,Chapter 1,Dinajpur,Board,Which is a major function of finance?,Fund distribution,Fund collection,Fund preservation,Fund management,b,Procurement (collection) of funds is the starting and primary functional role of finance.
2021,Finance 1st Paper,Chapter 1,Dinajpur,Board,"If liquidity increases— i. Profit decreases, ii. Profit increases, iii. Cost decreases","i, ii","ii, iii","i, iii","i, ii, iii",a,"Keeping more idle cash (liquidity) means less money is being invested to earn a return, thus reducing profit."
2021,Finance 1st Paper,Chapter 1,Dinajpur,Board,What is the purpose of portfolio investment?,Risk reduction,Cost reduction,Profit reduction,Income reduction,a,"By diversifying across multiple assets, the risk associated with any single asset's failure is minimized."
2021,Finance 1st Paper,Chapter 1,Dinajpur,Board,What is the first consideration in public finance?,Income,Expenditure,Savings,Investment,b,"(Repeat of 209) In government budgeting, expenditures are determined before the revenue sources."
2021,Finance 1st Paper,Chapter 1,Dinajpur,Board,What is the lifeblood of business?,Director,Manager,Labor,Capital/Finance,d,Finance is the essential element that ensures every other part of the business can function.
2021,Finance 1st Paper,Chapter 1,Dinajpur,Board,Which of the following considers the time value of money?,Price maximization,Profit maximization,Wealth maximization,Capital maximization,c,"Wealth maximization is superior to profit maximization because it considers the timing of cash flows (TVM), risk, and total cash flows."
2021,Finance 1st Paper,Chapter 1,Dinajpur,Board,"Financing activities include— i. Purchasing furniture, ii. Issuing shares, iii. Paying dividends",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Purchasing assets (Investment), raising funds (Financing), and distributing returns (Dividends) are all core financial activities."
2021,Finance 1st Paper,Chapter 1,Dinajpur,Board,Who issues Treasury Bills?,Central Bank,Government,Commercial Bank,Specialized Bank,b,Treasury bills are short-term debt instruments issued by the Government to meet its fiscal needs.
2021,Finance 1st Paper,Chapter 1,Mymensingh,Board,If liquidity increases—,Risk increases,Liability increases,Profit decreases,Profit increases,c,"Higher liquidity means more cash is kept idle. Since idle cash doesn't earn interest, overall profitability decreases."
2021,Finance 1st Paper,Chapter 1,Mymensingh,Board,What is the ultimate goal of a firm?,Profit maximization,Wealth maximization,Sales maximization,Purchase maximization,b,Wealth maximization is the modern and ultimate goal of finance as it maximizes the market value of the company's shares.
2021,Finance 1st Paper,Chapter 1,Mymensingh,Board,"Functions of finance are— i. Fund distribution, ii. Fund collection, iii. Capital budgeting decision",i & ii,i & iii,ii & iii,"i, ii & iii",d,"These three represent the primary roles of a financial manager: sourcing, investing, and returning funds."
2021,Finance 1st Paper,Chapter 1,Mymensingh,Board,What is the main goal of public finance?,Social welfare,Earning profit,Business success,Proper use of assets,a,Public finance is managed by the state with the primary intent of ensuring the welfare and security of the public.
2021,Finance 1st Paper,Chapter 1,Mymensingh,Board,What is the main purpose of forming a portfolio?,Risk distribution,Profit reduction,Capital increase,Investment increase,a,"By diversifying assets, a portfolio helps in spreading and reducing ""unsystematic risk"" through diversification."
2019,Finance 1st Paper,Chapter 1,Rajshahi,Board,What is the purpose of financing in non-trading (non-profit) organizations?,Earning profit,Controlling income-expenditure,Purchasing assets,Providing public service,d,"Non-trading organizations (like NGOs or clubs) exist primarily to provide services to society, not to earn profit."
2019,Finance 1st Paper,Chapter 1,Rajshahi,Board,Stem: Mondal Ent. invested most funds in one project and failed to pay creditors. Q: Which principle was violated?,Liquidity and Profit,Risk and Profit,Portfolio,Suitability,a,"By locking up all cash in a long-term project, they lacked the liquidity needed to pay short-term creditors."
2019,Finance 1st Paper,Chapter 1,Rajshahi,Board,Stem: (Same as above) Q: What is the immediate way to overcome this crisis?,Issue shares,Sell debentures,Take a short-term loan,Issue rights shares,c,A short-term loan is the fastest way to resolve an immediate cash shortage or liquidity crisis.
2019,Finance 1st Paper,Chapter 1,Jessore,Board,Which is the type of financing for autonomous bodies or corporations?,Personal finance,Business finance,Public finance,Non-business finance,b,"Although government-owned, autonomous corporations operate on business principles, falling under business/corporate finance."
2019,Finance 1st Paper,Chapter 1,Jessore,Board,"The goals of finance are— i. Profit maximization, ii. Wealth maximization, iii. Capital maximization",i & ii,i & iii,ii & iii,"i, ii & iii",a,Profit and Wealth maximization are the recognized academic and professional goals of financial management.
2019,Finance 1st Paper,Chapter 1,Comilla,Board,What is investing in multiple projects instead of one called?,Risk-profit balancing,Liquidity-profitability,Suitability principle,Portfolio/Diversification,d,Diversifying investments to reduce risk is the core definition of the Portfolio or Diversification principle.
2019,Finance 1st Paper,Chapter 1,Comilla,Board,Which aspect at the center point is involved with finance?,Protecting investor interests,Profit maximization,Social responsibility,Wealth maximization,c,"(Based on standard HSC textbook diagrams showing stakeholders) Social Responsibility connects the firm to investors, customers, and society."
2019,Finance 1st Paper,Chapter 1,Chittagong,Board,Industrial revolution and tech development occurred in which era of finance?,1910 - 1920,1950 - 1960,1960 - 1970,1980 – Present,d,"The current era (1980s onwards) is characterized by advanced technology, globalization, and the electronic revolution in finance."
2019,Finance 1st Paper,Chapter 1,Chittagong,Board,Stem: Mr. Rahman wants to buy shares of multiple companies instead of one. Q: Which principle is followed?,Profit & Liquidity,Portfolio & Diversification,Risk & Profit balancing,Suitability,b,Spreading capital across different company shares is a direct application of the Portfolio principle.
2019,Finance 1st Paper,Chapter 1,Chittagong,Board,Stem: XYZ factory's waste management is harming local agriculture. Q: Which value is being violated?,Ethics,Honesty,Social Responsibility,Rule of Law,c,Protecting the environment and local community from industrial harm is a primary Social Responsibility of a business.
2019,Finance 1st Paper,Chapter 1,Sylhet,Board,What is financing for the welfare of a country's people called?,Public finance,Personal finance,Business finance,International finance,a,Public (Government) finance is dedicated to managing state funds for the overall welfare of the citizens.
2019,Finance 1st Paper,Chapter 1,Sylhet,Board,"Social responsibilities of business include— i. Consumer interests, ii. Creditor interests, iii. Shareholder interests",i & ii,i & iii,ii & iii,"i, ii & iii",d,"A business is socially responsible to all its stakeholders: customers, lenders, and owners alike."
2019,Finance 1st Paper,Chapter 1,Dinajpur,Board,Who contributed most to the development of Portfolio Theory?,Modigliani,Harry Markowitz,Merton H. Miller,Black & Scholes,b,"Harry Markowitz introduced the Modern Portfolio Theory in 1952, which revolutionized risk management."
2019,Finance 1st Paper,Chapter 1,Dinajpur,Board,"Excess current assets in a firm— i. Reduce risk, ii. Reduce profit, iii. Reduce liquidity",i & ii,i & iii,ii & iii,"i, ii & iii",a,Having high cash/current assets reduces the risk of insolvency but decreases profit because that cash is not being invested.
2019,Finance 1st Paper,Chapter 1,Dinajpur,Board,"Mr. Zaman wants to invest in companies A & B (Consumer goods) and X & Y (Textile). For risk reduction, what is his best investment?",Only A Ltd.,Only X Ltd.,X Ltd. & Y Ltd.,A Ltd. & Y Ltd.,d,Investing across different industries (Consumer goods + Textile) ensures better diversification and lower risk.
2019,Finance 1st Paper,Chapter 1,Dinajpur,Board,Stem: Financial Manager Mr. Robin aims to increase the market price of the company's shares. Q: Which goal is he pursuing?,Profit maximization,Wealth maximization,Sales maximization,Cost minimization,b,Increasing the market value or share price of a company is the definition of Wealth Maximization.
2019,Finance 1st Paper,Chapter 1,Dinajpur,Board,"Stem: (Same as above) Q: Advantages of Mr. Robin's goal include— i. Considering TVM, ii. Considering cash flows, iii. Considering risk",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Wealth Maximization is considered superior because it accounts for the time value of money, risk, and cash flows."
2019,Finance 1st Paper,Chapter 1,Dhaka,Board,Which of the following is a function of business finance?,Preparing Income Statement,Preparing Balance Sheet,Ensuring proper use of funds,Production & distribution,c,Finance focuses on the procurement and the most efficient/profitable use of funds.
2019,Finance 1st Paper,Chapter 1,Dhaka,Board,"Wealth maximization concept considers— i. Cash profit, ii. Time value of money, iii. All cash & non-cash flows",i & ii,i & iii,ii & iii,"i, ii & iii",a,It prioritizes net cash flows and their timing (TVM) rather than accounting profits or non-cash items.
2018,Finance 1st Paper,Chapter 1,Combined,Board,Stem: BD Food Ltd. provides quality food at low cost and tries to maximize profit. Q: What is this effort called?,Wealth maximization,Profit equalization,Profit maximization,Fund growth,c,"The stem explicitly mentions the goal of achieving the ""highest profit,"" which refers to profit maximization."
2018,Finance 1st Paper,Chapter 1,Combined,Board,"Stem: (Same as above) Q: The activities of BD Food Ltd.— i. Acts as a measure of efficiency, ii. Proper use of assets, iii. Social welfare is achieved",i & ii,i & iii,ii & iii,"i, ii & iii",d,Successful business operations indicate efficiency and resource management while providing quality goods serves society.
2017,Finance 1st Paper,Chapter 1,Dhaka,Board,Purchasing shares of multiple companies instead of just one follows which principle?,Profit & Liquidity,Profit & Risk,Portfolio Principle,Dividend Principle,c,"This is the Portfolio/Diversification principle, used to spread risk across different assets."
2017,Finance 1st Paper,Chapter 1,Rajshahi,Board,"The objectives of public finance are— i. Social welfare, ii. Business expansion, iii. Proper use of resources",i & ii,i & iii,ii & iii,"i, ii & iii",b,Government finance aims for public good and resource allocation; business expansion is a private sector goal.
2017,Finance 1st Paper,Chapter 1,Dinajpur,Board,What is the easiest medium of exchange?,Cheque,Bill of Exchange,Money,Letter of Credit,c,Money (currency) is the most widely accepted and liquid medium of exchange.
2017,Finance 1st Paper,Chapter 1,Dinajpur,Board,"Indirect roles of finance in macroeconomic development are—

i. Increasing government revenue

ii. Reducing cost of capital

iii. Coordination between deficit and surplus parties",i & ii,i & iii,ii & iii,"i, ii & iii",b,"Finance facilitates the flow of funds from surplus units (savers) to deficit units (investors), which drives production. As businesses grow and profit, they pay more taxes, thus increasing government revenue."
2017,Finance 1st Paper,Chapter 1,Comilla,Board,"In the case of wealth maximization, the following are considered—

i. Time value of cash flow

ii. Qualitative aspect of net cash flow (Risk)

iii. Quantitative aspect of net cash flow (Amount)",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Wealth maximization is superior because it considers the total amount of cash, when it is received (TVM), and the uncertainty or risk involved (quality)."
2017,Finance 1st Paper,Chapter 1,Sylhet,Board,Which principle is followed to reduce risk?,Dividend Principle,Liquidity & Profit,Portfolio & Diversification,Risk & Profit,c,Diversifying or creating a portfolio is the standard financial method to minimize unsystematic risk.
2017,Finance 1st Paper,Chapter 1,Barisal,Board,What is finance applicable to import and export trade called?,Public finance,Personal finance,Non-business finance,International finance,d,International finance manages the flow of funds and trade between different countries.
2017,Finance 1st Paper,Chapter 1,Jessore,Board,Which task is related to finance?,Preservation of funds,Bank regulation,Data supply,Opening bank account,a,"Finance involves the procurement, preservation, and allocation of funds for business needs."
-,Finance 1st Paper,Chapter 1,-,-,Max Ltd. needs 50 Lakh for a project and plans to raise it via shares. What is this called?,Financing decision,Investment decision,Asset management,Cash management,a,Deciding where to get the money from (shares vs. loans) is a Financing Decision.
-,Finance 1st Paper,Chapter 1,-,-,"Functions of finance include— i. Determining fund amount, ii. Determining use, iii. Determining sources",i & ii,i & iii,ii & iii,"i, ii & iii",d,These represent the three fundamental questions a financial manager must answer.
-,Finance 1st Paper,Chapter 1,-,-,What is the easiest medium of exchange?,Cheque,Bill of Exchange,Money,Letter of Credit,c,Money (currency) is the most liquid and universally accepted medium for transactions.
-,Finance 1st Paper,Chapter 1,-,-,Which of the following is the subject matter of finance?,Raw material purchase,Retained earnings,Cash flow,Fund collection and investment,d,The core scope of finance involves the procurement (collection) and effective utilization (investment) of funds.
-,Finance 1st Paper,Chapter 1,-,-,Revenue income is related to which of the following?,Family,Business,Government,Orphanage,c,"Revenue income refers to the funds generated by the government through taxes, duties, and fees."
-,Finance 1st Paper,Chapter 1,-,-,"The objectives of public finance are—

i. Social welfare

ii. Business expansion

iii. Proper use of resources",i & ii,i & iii,ii & iii,"i, ii & iii",b,Public finance focuses on public good and efficient resource allocation; business expansion is typically a private sector goal.
-,Finance 1st Paper,Chapter 1,-,-,What is the primary objective of business finance?,Supplying money,Reducing business risk,Wealth maximization,Proper management of money,c,Wealth maximization is considered the superior objective as it focuses on increasing the market value of the firm's shares.
-,Finance 1st Paper,Chapter 1,-,-,What is the first consideration in family finance?,Income,Expenditure,Savings,Investment,b,"Families usually determine their basic needs and expenses first, then look for ways to earn the required income."
-,Finance 1st Paper,Chapter 1,-,-,Which type of finance discusses an individual's income and expenditure?,Non-business finance,Personal finance,Public finance,International finance,b,"Personal finance manages an individual's or household's budget, savings, and spending."
-,Finance 1st Paper,Chapter 1,-,-,When did the journey of modern finance begin?,1950s - 1960s,1970s - 1980s,1980s - 1990s,1990s - 2000s,a,"The 1950s marked the ""Modern Era"" where analytical and mathematical models were introduced to finance."
-,Finance 1st Paper,Chapter 1,-,-,What was the main objective of finance in the 1970s?,Increasing cash flow,Maximizing share market price,Proper pricing of products,Diversification and risk distribution,d,The 1970s focused on capital asset pricing models and managing risk through portfolio diversification.
-,Finance 1st Paper,Chapter 1,-,-,"Stem: A production firm exports products and wants to set up a new plant outside Dhaka. This requires significant funds.

Q: For financing, the firm can—

i. Sell shares

ii. Issue debentures

iii. Take bank loans",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Large-scale expansion can be funded through equity (shares), long-term debt (debentures), or commercial bank loans."
-,Finance 1st Paper,Chapter 1,-,-,"Stem: (Same as above)

Q: What will be the result of the financial decision taken in the light of the stem?",Dividends will decrease,Profit and risk will increase,Firm will face losses,Considered a loan defaulter,b,Expanding into a new plant aims for higher profitability but also increases the firm's financial and operational risk.
-,Finance 1st Paper,Chapter 1,-,-,"Business finance refers to—

i. Collecting funds for business

ii. Using funds for a few months

iii. Taking decisions related to fund distribution",i & ii,i & iii,ii & iii,"i, ii & iii",b,"Business finance covers the whole cycle of procurement (i) and allocation/distribution (iii), not just a short-term use."
-,Finance 1st Paper,Chapter 1,-,-,How is public (government) finance characterized?,Exp. > Income,Exp. = Income,Exp. ≥ Income,Exp. < Income,a,Governments often follow a deficit budget policy where planned expenditure exceeds expected revenue to drive development.
-,Finance 1st Paper,Chapter 1,-,-,Which is most important for government revenue collection?,Tax,Import Duty,Grants,Export,a,"Taxes (Income tax, VAT, etc.) are the largest and most consistent source of revenue for any state."
-,Finance 1st Paper,Chapter 1,-,-,"Stem: Pran Ltd. exports products and wants to set up a new plant outside Dhaka.

Q: To finance this, the firm can—

i. Issue shares

ii. Issue debentures

iii. Issue commercial papers",i & ii,i & iii,ii & iii,"i, ii & iii",a,Setting up a new plant is a long-term investment. Shares and debentures are long-term sources; commercial papers are short-term.
-,Finance 1st Paper,Chapter 1,-,-,"Stem: (Same as above)

Q: What will be the result of the financial decision taken?",Profit & risk will decrease,Firm will face loss,Profit & risk will increase,Default on debt,c,Expansion typically targets higher profits but simultaneously increases operational and financial risk.
-,Finance 1st Paper,Chapter 1,-,-,Which is a subject of Macroeconomics?,Firm demand & supply,Firm's total investment,Aggregate demand & supply,Product price,c,Macroeconomics deals with economy-wide phenomena like total (aggregate) demand and supply.
-,Finance 1st Paper,Chapter 1,-,-,Under which decision does retaining profit for wealth growth fall?,Financing,Investment,Liquidity,Dividend,d,Deciding whether to pay out profits or keep them as retained earnings is a Dividend decision.
-,Finance 1st Paper,Chapter 1,-,-,"When paying dividends, what is considered?

i. Shareholders' expectations

ii. Liquidity

iii. Amount of retained earnings",i & ii,ii & iii,i & iii,"i, ii & iii",d,"All three factors influence the payout: the need for cash (ii), the need for future growth (iii), and keeping owners happy (i)."
-,Finance 1st Paper,Chapter 1,-,-,Investment decision is a combination of which two?,Risk & Profit,Collection & Financing,Working Capital & Capital Budgeting,Capital Budgeting & Dividend,c,Investment involves allocating funds for current operations (Working Capital) and long-term assets (Capital Budgeting).
-,Finance 1st Paper,Chapter 1,-,-,Max Ltd. needs 50 Lakh for a new project and plans to raise it via shares or loans. What is this called?,Financing decision,Investment decision,Asset management,Cash management,a,Determining the mix of debt and equity to raise funds is a Financing Decision.
-,Finance 1st Paper,Chapter 1,-,-,Offsetting a loss in one project with profit from another falls under which principle?,Liquidity,Profit,Diversification,Risk,c,This is the core of the Portfolio/Diversification principle—balancing risks across multiple assets.
-,Finance 1st Paper,Chapter 1,-,-,What is the reason for keeping sufficient cash in hand?,Tackle liquidity crisis,Future purchases,Extra investment,Show solvency,a,Maintaining cash ensures the business can meet its immediate short-term obligations and avoid insolvency.
-,Finance 1st Paper,Chapter 1,-,-,"Stem: Shapla Ltd. took a loan for a blanket business. It made a profit but faced a loss the next year due to a mild winter.

Q: Which principle did they fail to follow?",Liquidity & Risk,Portfolio Diversification,Risk & Profit,Time Value of Money,b,"By only selling one seasonal product, they didn't diversify to protect against unexpected weather patterns."
-,Finance 1st Paper,Chapter 1,-,-,"Stem: (Same as above)

Q: Shapla Ltd.'s decisions are related to—

i. Financing, ii. Investment, iii. Dividend",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Taking a loan (i), starting a business (ii), and distributing profits (iii) cover all three main functions."
-,Finance 1st Paper,Chapter 1,-,-,What happens to a business if too much liquidity (cash) is kept?,Profit increases,Profit decreases,Capital increases,Capital decreases,b,"Idle cash earns no return; hence, excessive liquidity leads to lower overall profitability."
-,Finance 1st Paper,Chapter 1,Bogra,College,"The objectives of portfolio investment are—

i. Increase profit

ii. Reduce risk

iii. Control market",i & ii,i & iii,ii & iii,"i, ii & iii",a,Portfolio investment aims to optimize returns while minimizing unsystematic risk. Market control is not a financial objective of a portfolio.
-,Finance 1st Paper,Chapter 1,-,-,What is the principle called where a loss in one project is offset by the profit of another?,Profit principle,Risk principle,Diversification principle,Liquidity principle,c,This is the core of the Portfolio or Diversification principle. Spreading investments ensures that the total capital is protected if one sector fails.
-,Finance 1st Paper,Chapter 1,-,-,Retaining profit for wealth growth is part of which financial function?,Investment,Dividend distribution,Asset management,Preservation,b,Determining how much profit to distribute as dividends versus how much to retain for reinvestment is a Dividend Decision.
-,Finance 1st Paper,Chapter 1,-,-,"Limitations of Profit Maximization include—

i. Ignores timing of profit

ii. Ignores cash flow

iii. Ignores expenses",i & ii,i & iii,ii & iii,"i, ii & iii",a,Profit maximization is criticized because it does not consider the Time Value of Money (when profit is earned) or the actual Cash Flow available.
-,Finance 1st Paper,Chapter 1,-,-,"As a social responsibility, financial management performs—

i. Quality product production

ii. Creating a safe workplace

iii. Providing low wages",i & ii,i & iii,ii & iii,"i, ii & iii",a,"Social responsibility includes being fair to consumers and employees. Providing ""low wages"" is a failure of social responsibility."
2019,Finance 1st Paper,Chapter 2,Rajshahi,Board,Who issues Treasury Bonds?,Commercial Bank,Specialized Bank,Government,Insurance Dept.,c,Treasury bonds are long-term debt instruments issued by the government to fund its budget.
2019,Finance 1st Paper,Chapter 2,Rajshahi,Board,"The stages of Money Laundering are— i. Placement, ii. Intimation, iii. Leverage",i & ii,i & iii,ii & iii,"i, ii & iii",a,"The standard stages are Placement, Layering, and Integration. ""Intimation"" and ""Leverage"" are not stages."
2019,Finance 1st Paper,Chapter 2,Rajshahi,Board,Which of the following is sold in the Money Market?,Treasury Bill,Treasury Bond,Share,Debenture,a,"Money markets deal with short-term instruments (< 1 year), such as Treasury Bills."
2019,Finance 1st Paper,Chapter 2,Rajshahi,Board,What is the maximum number of partners in a banking partnership business?,2,10,20,50,b,"Under the Partnership Act, a banking partnership can have a maximum of 10 partners."
2019,Finance 1st Paper,Chapter 2,Rajshahi,Board,In which year was the current Company Act of Bangladesh enacted?,1932,1947,1991,1994,d,The 1994 Company Act is the prevailing law for companies in Bangladesh.
2019,Finance 1st Paper,Chapter 2,Rajshahi,Board,How many Stock Exchanges are there in Bangladesh?,1,2,3,4,b,There are two: Dhaka Stock Exchange (DSE) and Chittagong Stock Exchange (CSE).
2019,Finance 1st Paper,Chapter 2,Jessore,Board,What is the full form of ICB?,Investment Company of Bangladesh,Investment Corporation of Bangladesh,Investment Commerce Bank,Investment Committee of Bangladesh,b,"ICB stands for Investment Corporation of Bangladesh, established in 1976."
2019,Finance 1st Paper,Chapter 2,Jessore,Board,On which date did the Securities and Exchange Commission formally start its operations?,"June 8, 1993","Nov 14, 1993","June 8, 1994","Nov 14, 1994",a,"BSEC was established on June 8, 1993, to regulate the capital market."
2019,Finance 1st Paper,Chapter 2,Jessore,Board,Which organization regulates the stock market in Bangladesh?,BSIC,BSRS,BSTI,BSEC,d,BSEC (Bangladesh Securities and Exchange Commission) is the regulator.
2019,Finance 1st Paper,Chapter 2,Jessore,Board,"Elements of the Money Market are— i. Treasury Bill, ii. Debenture, iii. Commercial Paper",i & ii,i & iii,ii & iii,"i, ii & iii",b,Treasury bills and commercial papers are short-term (Money Market); Debentures are long-term (Capital Market).
2019,Finance 1st Paper,Chapter 2,Jessore,Board,"Stem: Mr. X took a 7 Lakh bribe, embezzled 4 Lakh by manipulating accounts, and sent 5 Lakh abroad illegally.

Q: Which incident falls under ""Embezzlement of Funds""?",Taking bribes,Account manipulation/Misappropriation,Illegal transfer abroad,Nepotism,b,Manipulating accounts to take money for personal use is defined as misappropriation or embezzlement.
2019,Finance 1st Paper,Chapter 2,Jessore,Board,"Stem: (Same as above)

Q: What is the punishment period if convicted under the Money Laundering Act?",6 mo to 4 yrs,6 mo to 5 yrs,4 yrs to 12 yrs,6 mo to 9 yrs,c,"Under the 2012 Act, punishment is generally 4 to 12 years (Note: earlier versions had different terms)."
2019,Finance 1st Paper,Chapter 2,Comilla,Board,"Stem: Mr. Abdullah says the most important parts of financial markets are the Money and Capital markets.

Q: Which of these is a Capital Market element?",Govt Bond,Treasury Bill,Commercial Paper,Bank Acceptance,a,"Government Bonds are long-term instruments, making them part of the Capital Market."
2019,Finance 1st Paper,Chapter 2,Comilla,Board,"Stem: (Same as above)

Q: Based on the stem, which is the regulatory body?",MCRA,BSEC,IDRA,ICB,b,BSEC is the primary regulator for the capital market and its participants.
2019,Finance 1st Paper,Chapter 2,Comilla,Board,"Two classifications of the stock market are— i. Primary Market, ii. Money Market, iii. Secondary Market",i & ii,i & iii,ii & iii,"i, ii & iii",b,The stock market is divided into the Primary market (new issues) and Secondary market (trading existing shares).
2019,Finance 1st Paper,Chapter 2,Comilla,Board,Which organization is the Insurance Regulatory Authority?,IDRA,MCRA,BB,BSEC,a,IDRA (Insurance Development and Regulatory Authority) regulates the insurance sector.
2019,Finance 1st Paper,Chapter 2,Comilla,Board,"Stem: X sells shares to collect capital and is a legal entity. Y is managed by its own capital and its basis is an ""Agreement.""

Q: What type of business is Y?",Sole Proprietorship,Partnership,Private Ltd.,Public Ltd.,b,"""Agreement"" (Contract) is the fundamental basis of a Partnership business."
2019,Finance 1st Paper,Chapter 2,Comilla,Board,"Stem: (Same as above)

Q: Applicable for Company X— i. Limited Liability, ii. Voting Rights, iii. Fixed Income",i & ii,i & iii,ii & iii,"i, ii & iii",a,"Shareholders have limited liability and voting rights, but income (dividends) is not guaranteed/fixed."
2019,Finance 1st Paper,Chapter 2,Chittagong,Board,Which institution directly regulates the Money Market in Bangladesh?,Bangladesh Bank,BSEC,BSRS,Ministry of Commerce,a,Bangladesh Bank is the central bank and the primary regulator of the money market.
2019,Finance 1st Paper,Chapter 2,Chittagong,Board,"Before the Partnership Act of 1932, which law governed partnership businesses?",1857,1872,1894,1780,b,Partnership rules were previously contained within the Contract Act of 1872.
2019,Finance 1st Paper,Chapter 2,Chittagong,Board,"Bangladesh Securities and Exchange Commission (BSEC) is a—

i. Statutory body

ii. Capital market regulator

iii. Money market regulator",i & ii,i & iii,ii & iii,"i, ii & iii",a,BSEC is a statutory body that regulates the capital market. The money market is regulated by Bangladesh Bank.
2019,Finance 1st Paper,Chapter 2,Chittagong,Board,Which of the following is NOT an element of the capital market?,Business Loan,Common Share,Preferred Share,Debenture,a,Business loans are typically private debt/bank products. Shares and debentures are traded capital market securities.
2019,Finance 1st Paper,Chapter 2,Sylhet,Board,"Stem: Mr. Siam is a job holder. He regularly invests in newly issued shares of various companies.

Q: In which financial market does Mr. Siam regularly invest?",Bond,Money,Primary,Secondary,c,Newly issued shares (IPOs) are traded in the Primary Market. Existing shares are traded in the Secondary Market.
2019,Finance 1st Paper,Chapter 2,Sylhet,Board,"Stem: (Same as above)

Q: Mr. Siam's purpose of investing money is—

i. Receiving dividends

ii. Indirect employment

iii. Earning capital gains",i & ii,i & iii,ii & iii,"i, ii & iii",b,"Investors seek dividends (profit share) and capital gains (price increase). While it helps the economy, ""employment"" isn't an individual's goal."
2019,Finance 1st Paper,Chapter 2,Barisal,Board,"What are bought and sold in the financial market?

i. Debentures

ii. Shares

iii. Commercial Paper",i & ii,i & iii,ii & iii,"i, ii & iii",d,"Financial markets trade all types of securities, including short-term (money market) and long-term (capital market) instruments."
2019,Finance 1st Paper,Chapter 2,Barisal,Board,Which is a tool of the capital market?,Treasury Bond,Repurchase Agreement,Commercial Paper,Treasury Bill,a,Bonds are long-term instruments (>1 year). The others listed are short-term money market tools.
2019,Finance 1st Paper,Chapter 2,Barisal,Board,In which year was the Money Laundering Prevention Act enacted in Bangladesh?,1993,1994,2002,2010,c,Bangladesh first enacted the Money Laundering Prevention Act in 2002 (later updated in 2012).
2019,Finance 1st Paper,Chapter 2,Dinajpur,Board,Which of the following is a money market tool?,Bill of Exchange,Treasury Bond,Debenture,Preferred Share,a,"Bills of Exchange are short-term credit instruments. Bonds, debentures, and shares are capital market tools."
2019,Finance 1st Paper,Chapter 2,Dinajpur,Board,"Financial market regulatory institutions are—

i. Bangladesh Bank

ii. ICB

iii. BSEC",i & ii,i & iii,ii & iii,"i, ii & iii",b,"Bangladesh Bank (Money Market) and BSEC (Capital Market) are regulators. ICB is an investment corporation, not a regulator."
2019,Finance 1st Paper,Chapter 2,Dinajpur,Board,"Treasury Bills—

i. Issued by the government

ii. Sold at face value

iii. Contain low interest rates",i & ii,i & iii,ii & iii,"i, ii & iii",b,"T-Bills are issued by the govt at a discount, not face value. They are very safe, so interest is usually low."
2019,Finance 1st Paper,Chapter 2,Dinajpur,Board,In which year was the Insurance Development and Regulatory Authority (IDRA) established?,1991,1993,2002,2010,d,"The IDRA Act was passed in 2010, replacing the old Department of Insurance."
