Year,Subject,Chapter,Level,Category,Question,Option A,Option B,Option C,Option D,Correct Answer,Explanation
2025,Accounting 2nd Paper,2,Barisal Board,Board,A credit balance in the Partners' Current Account represents a/an ______ to the partners.,Loss,Income,Asset,Liability,c,"A credit balance in the current account indicates that the partner's accumulated earnings (salary, interest, profit) exceed their drawings. From the partner's personal standpoint, this is a receivable from the firm, representing an asset."
2025,Accounting 2nd Paper,2,Chittagong Board,Board,Which one is the fundamental basis of a partnership business?,Skill,Agreement / Contract,Gaining trust,Profit earning,b,"According to Section 5 of the Partnership Act 1932, the relation of partnership arises from contract/agreement, not from status. Therefore, the agreement or deed is the fundamental basis of partnership."
2025,Accounting 2nd Paper,2,Chittagong Board,Board,"If drawings are made at the beginning of every month, interest on total drawings is calculated for an average of how many months?",5.5,6,6.5,12,c,"When a fixed amount is withdrawn at the beginning of each month regularly, interest is computed on an average period of 6.5 months using the standard formula: $\frac{12 + 1}{2} = 6.5$ months."
2025,Accounting 2nd Paper,2,Chittagong Board,Board,"Read the following stem and answer the question:

Alam, Rafiq, and Shafiq are three partners in a partnership firm. Their opening capitals were 6,00,000 TK, 4,00,000 TK, and 2,00,000 TK respectively. On April 1st, Alam introduced an additional capital of 60,000 TK into the business, and on the same date, Shafiq advanced a loan of 30,000 TK. Although the interest rate on capital was 10% in the deed, there was no mention of the interest rate on loans.


Q. What is the amount of interest on Alam's capital?","40,000","60,000","64,500","66,000",c,"1. Interest on opening capital $(6,00,000 \times 10\%) = 60,000$ TK.

2. Interest on additional capital from April 1 to Dec 31 (9 months) = $60,000 \times 10\% \times \frac{9}{12} = 4,500$ TK.


Total Interest on Alam's Capital = $60,000 + 4,500 = 64,500$ TK."
2025,Accounting 2nd Paper,2,Chittagong Board,Board,"Read the following stem and answer the question:

Alam, Rafiq, and Shafiq are three partners in a partnership firm. Their opening capitals were 6,00,000 TK, 4,00,000 TK, and 2,00,000 TK respectively. On April 1st, Alam introduced an additional capital of 60,000 TK into the business, and on the same date, Shafiq advanced a loan of 30,000 TK. Although the interest rate on capital was 10% in the deed, there was no mention of the interest rate on loans.


Q. What is the amount of interest on Shafiq's loan?","1,350","1,500","1,800","3,000",a,"In the absence of an agreed rate, Section 13 of the Partnership Act 1932 states that loan interest must be allowed at 6% per annum.

The loan was introduced on April 1, so interest is calculated for 9 months.


Interest on Loan = $30,000 \times 6\% \times \frac{9}{12} = 1,350$ TK."
2025,Accounting 2nd Paper,2,Chittagong Board,Board,"Rifat, Sifat, and Kamal are three partners in a partnership business. Their total distributable profit is 1,20,000 TK. If the profit-sharing ratio is $\frac{1}{2} : \frac{1}{3} : \frac{1}{6}$, what is Sifat's share of the profit?","1,00,000","60,000","40,000","20,000",c,"To convert the fractional ratio to integers, multiply each fraction by the LCM of denominators (6):

Ratio = $(\frac{1}{2}\times 6) : (\frac{1}{3}\times 6) : (\frac{1}{6}\times 6) = 3 : 2 : 1$.

Sum of ratios = $3 + 2 + 1 = 6$.


Sifat's profit share = $1,20,000 \times \frac{2}{6} = 40,000$ TK."
2025,Accounting 2nd Paper,2,Comilla Board,Board,"Under the Fixed/Stable Capital Method, distributed profits of a partnership firm are transferred to which account?",Capital Account,Loan Account,Drawings Account,Current Account,d,"Under the fixed capital method, the original capital remains unaltered in the Capital Account. All routine adjustments such as salaries, interest, and shared profits are credited to the Partners' Current Account."
2025,Accounting 2nd Paper,2,Comilla Board,Board,"If a partner withdraws 4,000 TK at the end of every month throughout the year, what will be the interest on drawings at a rate of 10%?",400 TK,"2,200 TK","2,400 TK","2,600 TK",b,"When fixed amounts are withdrawn at the end of each month, interest is calculated for an average of 5.5 months.

Monthly drawings = 4,000 TK.


Interest on Drawings = $\text{Monthly Drawings} \times \text{Rate} \times 5.5 = 4,000 \times 10\% \times 5.5 = 2,200$ TK."
2025,Accounting 2nd Paper,2,Comilla Board,Board,"Read the following stem and answer the question:

Ruby, Mita, and Rimu are three partners in a partnership business. Their profit and loss sharing ratio is 3 : 2 : 1 respectively. On January 1, 2024, the balances of their capital accounts were 2,50,000 TK, 1,50,000 TK, and 2,00,000 TK respectively. Mita is entitled to receive a monthly salary of 5,000 TK for managing the business. According to the agreement, interest on capital is to be charged at 5%. At the end of the year, the net profit of the business stood at 2,01,500 TK.


Q. What is the amount of distributable profit of the business?","1,11,500 TK","1,41,500 TK","1,66,500 TK",d,"1. Total Capital Interest = $(2,50,000 + 1,50,000 + 2,00,000) \times 5\% = 6,00,000 \times 5\% = 30,000$ TK.

2. Mita's Annual Salary = $5,000 \times 12 = 60,000$ TK.


Distributable Profit = Net Profit - Interest on Capital - Salary = $2,01,500 - 30,000 - 60,000 = 1,11,500$ TK.",
2025,Accounting 2nd Paper,2,Comilla Board,Board,"Read the following stem and answer the question:

Ruby, Mita, and Rimu are three partners in a partnership business. Their profit and loss sharing ratio is 3 : 2 : 1 respectively. On January 1, 2024, the balances of their capital accounts were 2,50,000 TK, 1,50,000 TK, and 2,00,000 TK respectively. Mita is entitled to receive a monthly salary of 5,000 TK for managing the business. According to the agreement, interest on capital is to be charged at 5%. At the end of the year, the net profit of the business stood at 2,01,500 TK.


Q. How much money will 'Ruby' receive as her share of profit?","37,167 TK","55,750 TK","83,250 TK","85,750 TK",b,"From the previous question, Distributable Profit = 1,11,500 TK.

Profit ratio = 3 : 2 : 1 (Sum of ratios = 6).


Ruby's Share of Profit = $1,11,500 \times \frac{3}{6} = 55,750$ TK."
2024,Accounting 2nd Paper,2,Dinajpur Board,Board,"Read the following stem and answer the question:

X, Y, and Z are three partners in a partnership firm. The total opening capital of the firm is 1,80,000 TK. Their profit and loss sharing ratios are $\frac{1}{2}$, $\frac{1}{3}$, and $\frac{1}{6}$ respectively. Interest on capital is to be charged at 5%. Before adjusting the above items, the net profit of the firm stood at 40,000 TK.


Q. If the opening capital was contributed according to their profit-sharing ratio, what is X's opening capital?","1,80,000 TK","90,000 TK","60,000 TK","30,000 TK",b,"Profit ratio converted to integer form: $\frac{1}{2} : \frac{1}{3} : \frac{1}{6} = 3 : 2 : 1$ (Sum = 6).

Total Opening Capital = 1,80,000 TK.


X's Opening Capital = $1,80,000 \times \frac{3}{6} = 90,000$ TK."
2024,Accounting 2nd Paper,2,Dinajpur Board,Board,"Read the following stem and answer the question:

X, Y, and Z are three partners in a partnership firm. The total opening capital of the firm is 1,80,000 TK. Their profit and loss sharing ratios are $\frac{1}{2}$, $\frac{1}{3}$, and $\frac{1}{6}$ respectively. Interest on capital is to be charged at 5%. Before adjusting the above items, the net profit of the firm stood at 40,000 TK.


Q. If the value of goods drawings by partners is 10,000 TK, what will be the amount of distributable profit?","59,000 TK","50,000 TK","41,000 TK","21,000 TK",c,"1. Total Interest on Capital = $1,80,000 \times 5\% = 9,000$ TK (Debited).

2. Goods Drawings = 10,000 TK (Credited to Appropriation Account).


Distributable Profit = Net Profit (40,000) + Goods Drawings (10,000) - Interest on Capital (9,000) = $50,000 - 9,000 = 41,000$ TK."
2024,Accounting 2nd Paper,2,Comilla Board,Board,A partnership business is conducted and managed according to the Partnership Act of which year?,1961,1913,1932,1994,c,Partnership firms in Bangladesh are regulated by the historical statutory framework of the Partnership Act 1932 (১৯৩২ সালের অংশীদারি আইন).
2024,Accounting 2nd Paper,2,Comilla Board,Board,"The characteristics of a partnership business are-

i. Unlimited liability

ii. Agreement

iii. More than one member


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",d,"All three statements match foundational traits: partnership requires at least two members (iii), runs based on a contract/agreement (ii), and features unlimited joint and personal liability for debts (i)."
2024,Accounting 2nd Paper,2,Comilla Board,Board,"Read the following stem and answer the question:

Sajal, Jewel, and Shafiq are three partners in a partnership business. Sajal withdraws 500 TK at the beginning of every month, Jewel withdraws 900 TK in the middle of every month, and Shafiq withdraws 1,200 TK at the end of every month from the business.


Q. What is the total annual drawings of all partners combined?","2,600","15,600","28,600","31,200",d,"Total annual drawings of each:

Sajal: $500 \times 12 = 6,000$ TK.

Jewel: $900 \times 12 = 10,800$ TK.

Shafiq: $1,200 \times 12 = 14,400$ TK.

Total Annual Combined Drawings = $6,000 + 10,800 + 14,400 = 31,200$ TK."
2024,Accounting 2nd Paper,2,Comilla Board,Board,"Read the following stem and answer the question:

Sajal, Jewel, and Shafiq are three partners in a partnership business. Sajal withdraws 500 TK at the beginning of every month, Jewel withdraws 900 TK in the middle of every month, and Shafiq withdraws 1,200 TK at the end of every month from the business.


Q. If the annual rate of interest on drawings is 5%, what will be the amount of interest on Shafiq's drawings?",390,360,330,720,c,"Shafiq withdraws cash at the end of every month, so interest is calculated for an average of 5.5 months.

Monthly drawings = 1,200 TK.


Interest on Shafiq's drawings = $1,200 \times 5\% \times 5.5 = 60 \times 5.5 = 330$ TK."
2024,Accounting 2nd Paper,2,Barisal Board,Board,"Read the following stem and answer the question:

Manik and Sujon are equal partners in a partnership business. Manik and Sujon withdraw 2,000 TK and 1,500 TK respectively in cash on the first day of every month. Interest on drawings is to be charged at 10%.


Q. What is the amount of interest on Manik's drawings?","2,600 TK","2,400 TK","1,300 TK",d,"Since Manik withdraws cash on the first day of every month, interest is calculated for an average of 6.5 months.

Monthly drawings = 2,000 TK.


Interest on Manik's drawings = $2,000 \times 10\% \times 6.5 = 200 \times 6.5 = 1,300$ TK.",
2024,Accounting 2nd Paper,2,Barisal Board,Board,"Read the following stem and answer the question:

Manik and Sujon are equal partners in a partnership business. Manik and Sujon withdraw 2,000 TK and 1,500 TK respectively in cash on the first day of every month. Interest on drawings is to be charged at 10%.


Q. What effect will the interest on cash drawings have on the partnership firm?",Net profit will increase,Distributable profit will increase,Drawings amount will decrease,Opening capital will decrease,b,"Interest on drawings is an income for the firm. It is credited to the Profit and Loss Appropriation Account, which directly increases the total pool of distributable profit (বণ্টনযোগ্য মুনাফা) allocated to partners."
2024,Accounting 2nd Paper,2,Sylhet Board,Board,"Under the Fixed Capital Method, where should a partner's commission be shown?

i. Debited to Profit and Loss Appropriation Account

ii. Credited to Partners' Capital Account

iii. Credited to Partners' Current Account


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",b,"Commission is an expense/appropriation of profit for the firm, so it is debited to the P&L Appropriation Account (i). Since the method is Fixed Capital, this adjustment must be credited to the Current Account (iii) rather than the original Capital Account. Thus, i and iii are correct."
2024,Accounting 2nd Paper,2,Sylhet Board,Board,What does a credit balance in the Partners' Current Account represent to the business entity?,Income,Expense,Asset,Liability,d,"A credit balance in the current account indicates that the firm owes money to its partners for unpaid benefits or accumulated profits. Hence, it constitutes an internal liability (দায়) for the business entity."
2024,Accounting 2nd Paper,2,Sylhet Board,Board,"X, Y, and Z are three partners. The net profit of the business is 30,000 TK. If they distribute profits according to shares of $\frac{1}{2}$, $\frac{1}{3}$, and $\frac{1}{6}$ respectively, how much will Z receive?","20,000 TK","15,000 TK","10,000 TK","5,000 TK",d,"Integer profit ratio conversion: $\frac{1}{2} : \frac{1}{3} : \frac{1}{6} = 3 : 2 : 1$ (Sum of ratios = 6).

Total Profit = 30,000 TK.


Z's Profit Share = $30,000 \times \frac{1}{6} = 5,000$ TK."
2024,Accounting 2nd Paper,2,Sylhet Board,Board,"If cash drawings are made at the beginning of every month, interest on drawings is charged for how many months?",5.5,6,6.5,12,c,"When drawings are made regularly on the first day/beginning of each month, interest is calculated for an average of 6.5 months according to standard accounting principles."
2024,Accounting 2nd Paper,2,Sylhet Board,Board,"Read the following stem and answer the question:

Oni, Boni, and Joni each started a partnership firm with a capital of 2,00,000 TK. At the end of the year, their net profit stood at 72,000 TK. The profit and loss sharing ratio of the business is 3 : 2 : 1.


Q. What is the closing capital balance of Oni?","2,00,000","2,12,000","2,24,000","2,36,000",d,"Oni's share of profit = $72,000 \times \frac{3}{6} = 36,000$ TK.

Closing Capital = Opening Capital + Share of Profit - Drawings.

Since drawings are zero here:

Oni's Closing Capital = $2,00,000 + 36,000 = 2,36,000$ TK."
2024,Accounting 2nd Paper,2,Sylhet Board,Board,"Read the following stem and answer the question:

Oni, Boni, and Joni each started a partnership firm with a capital of 2,00,000 TK. At the end of the year, their net profit stood at 72,000 TK. The profit and loss sharing ratio of the business is 3 : 2 : 1.


Q. Which sequential series correctly represents the distributed profits of Oni, Boni, and Joni?","12,000 TK, 24,000 TK and 36,000 TK","24,000 TK, 24,000 TK and 24,000 TK","36,000 TK, 12,000 TK and 24,000 TK","36,000 TK, 24,000 TK and 12,000 TK",d,"Profit distribution shares (Ratio 3 : 2 : 1, Sum = 6):

Oni = $72,000 \times \frac{3}{6} = 36,000$ TK.

Boni = $72,000 \times \frac{2}{6} = 24,000$ TK.

Joni = $72,000 \times \frac{1}{6} = 12,000$ TK.

The exact order matches 36,000 TK, 24,000 TK, and 12,000 TK."
2024,Accounting 2nd Paper,2,Dhaka Board,Board,What is the maximum number of members in a general partnership business?,10 members,20 members,25 members,30 members,b,"Under the Companies Act 1994 and the Partnership Act 1932, the maximum membership limit for a general partnership firm is 20, whereas for banking partnerships, it is capped at 10."
2024,Accounting 2nd Paper,2,Dhaka Board,Board,Which of the following items will be debited to the Partners' Current Account?,Share of profit,Share of loss,Partner's salary,Interest on loan,b,"Items that reduce a partner's equity framework are debited to their current or capital account. A share of net loss decreases their balance, hence it is written on the debit side. Salaries, interest, and profit shares are credited."
2024,Accounting 2nd Paper,2,Dhaka Board,Board,"Under the Fixed/Stable Capital Method-

i. The balances of partners' capital and current accounts always remain exactly the same

ii. The capital account always shows a credit balance

iii. All transactions except initial/additional capital are recorded in the current account


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",c,"Statement i is incorrect because current account balances change constantly based on business operations, while the capital account stays fixed. The capital account always carries a credit balance (ii) and all operational line items are recorded in the current account (iii). Thus, ii and iii are correct."
2024,Accounting 2nd Paper,2,Dhaka Board,Board,"After charging commission, the net profit of a partnership business is 35,000 TK. A partner receives 700 TK as commission. What was the percentage rate of commission for that partner?",2%,3%,4%,5%,a,"Since the commission is given as a plain calculated figure alongside the final net profit framework:

Commission Rate = $\frac{\text{Commission Amount}}{\text{Net Profit}} \times 100\% = \frac{700}{35,000} \times 100\% = 2\%$."
2024,Accounting 2nd Paper,2,Rajshahi Board,Board,"Read the following stem and answer the question:

Mita and Ruby started a partnership business with capitals of 1,50,000 TK and 2,00,000 TK respectively. According to the agreement, interest on capital is to be charged at 10%. At the end of the year, the net profit was 3,00,000 TK.


Q. What is the total sum of interest on the capitals of the partners?","5,000 TK","15,000 TK","20,000 TK",d,"1. Interest on Mita's Capital = $1,50,000 \times 10\% = 15,000$ TK.

2. Interest on Ruby's Capital = $2,00,000 \times 10\% = 20,000$ TK.


Sum of Capital Interest = $15,000 + 20,000 = 35,000$ TK.",
2024,Accounting 2nd Paper,2,Rajshahi Board,Board,"Read the following stem and answer the question:

Mita and Ruby started a partnership business with capitals of 1,50,000 TK and 2,00,000 TK respectively. According to the agreement, interest on capital is to be charged at 10%. At the end of the year, the net profit was 3,00,000 TK.


Q. What will be the impact on their accounts if interest on capital is not charged?",Share of profit will increase,Profit will remain unchanged,There will be no impact,Share of profit will decrease,a,"Interest on capital is an expense/appropriation items debited to the Profit and Loss Appropriation Account. If this expense is omitted, the remaining pool of total distributable profit stays higher, which ultimately causes each partner's final share of profit to increase."
2024,Accounting 2nd Paper,2,Rajshahi Board,Board,"Rita is a partner in a partnership firm. She withdraws 5,000 TK from the business at the end of every month. The rate of interest on drawings is 5%. How much interest needs to be charged on her drawings?","3,00,000 TK","1,625 TK","1,500 TK","1,375 TK",d,"Monthly drawings = 5,000 TK.

When drawings are made regularly at the end of each month, interest is calculated for an average of 5.5 months.


Interest on drawings = $\text{Monthly Drawings} \times \text{Rate} \times 5.5 = 5,000 \times 5\% \times 5.5 = 250 \times 5.5 = 1,375$ TK."
2024,Accounting 2nd Paper,2,Rajshahi Board,Board,What does a debit balance in the Partners' Current Account represent?,Asset,Liability,Capital,Drawings,a,"A debit balance in the current account indicates that the partner has withdrawn more funds/benefits than their accumulated allocations (salary, interest, profit shares). This net negative balance is a receivable from the partner, representing an asset for the firm."
2024,Accounting 2nd Paper,2,Mymensingh Board,Board,"To convert a debit balance into a credit balance in the Current Account of a partnership business, which of the following is required?

i. Interest on capital must be increased

ii. Share of profit must be increased

iii. Amount of drawings must be increased


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",a,"Credit adjustments like interest on capital (i) and share of profit (ii) increase a partner's balance, pulling a debit (negative) balance toward a credit (positive) balance. Increasing drawings (iii) is a debit item that makes the debit balance worse. Thus, statements i and ii are correct."
2024,Accounting 2nd Paper,2,Mymensingh Board,Board,The liability of the partners in a partnership business is-,Limited,Unlimited,Limited by share of profit/loss,Limited by the amount of capital,b,"According to Section 25 of the Partnership Act 1932, every partner is jointly and severally liable for all acts of the firm while he is a partner. Therefore, their structural business liability is unlimited."
2024,Accounting 2nd Paper,2,Mymensingh Board,Board,"In the absence of an explicit agreement, the legal provisions for a partnership firm are-

i. No interest can be charged or allowed on capital and drawings

ii. Active partners will not receive any salary or commission as remuneration

iii. Partners will not receive interest on loans provided


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",a,"Under Section 13 of the Partnership Act 1932, if there is no agreement: no interest on capital/drawings is allowed (i) and no salary/remuneration is payable (ii). However, statement iii is false because partners are legally entitled to 6% interest on loans. Thus, i and ii are correct."
2024,Accounting 2nd Paper,2,Mymensingh Board,Board,"Read the following stem and answer the question:

A and B are two partners in a business. Their opening capitals were 60,000 TK and 50,000 TK respectively. A does not participate in the active management of the business.


Q. What type of partner is A?",Nominal partner,Sleeping/Dormant partner,General partner,Partner by estoppel,b,A partner who contributes capital and shares profits/losses but does not actively participate in the day-to-day operations or management of the firm is classified as a Sleeping or Dormant partner.
2024,Accounting 2nd Paper,2,Mymensingh Board,Board,"Read the following stem and answer the question:

A and B are two partners in a business. Their opening capitals were 60,000 TK and 50,000 TK respectively. A does not participate in the active management of the business.


Q. If the interest rate is 10%, what is the total interest on capital for the firm?","5,000 TK","5,500 TK","6,000 TK","11,000 TK",d,"Total Opening Capital = $A (60,000) + B (50,000) = 1,10,000$ TK.


Total Firm Interest on Capital = $\text{Total Capital} \times \text{Rate} = 1,10,000 \times 10\% = 11,000$ TK."
2024,Accounting 2nd Paper,2,Chittagong Board,Board,"Under the Fixed/Stable Capital Method, which of the following accounts are generally prepared?

i. Profit and Loss Appropriation Account

ii. Partners' Capital Account

iii. Partners' Current Account


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",c,"Under the fixed capital tracking method, the accounting framework splits data into two distinct ledger accounts: the Capital Account (ii) for original stakes and the Current Account (iii) for operational adjustments. Profit & Loss Appropriation is a standard statement, not a capital ledger element. Thus, ii and iii are correct."
2024,Accounting 2nd Paper,2,Chittagong Board,Board,"Read the following stem and answer the question:

A, B, and C are three partners in a partnership firm. The profit-sharing ratio of the business is 2 : 3 : 1 respectively. A and B jointly guarantee C that C will receive a minimum of 30,000 TK as his share of profit. At the end of the year, the net profit of the business was 1,50,000 TK.


Q. How much money will 'B' receive from the distributable profit after satisfying the guarantee?","1,00,000","75,000","72,000","25,000",c,"1. General division (Ratio 2:3:1, sum = 6):

A = $1,50,000 \times \frac{2}{6} = 50,000$ TK.

B = $1,50,000 \times \frac{3}{6} = 75,000$ TK.

C = $1,50,000 \times \frac{1}{6} = 25,000$ TK.

2. C's guaranteed minimum is 30,000 TK. Shortfall = $30,000 - 25,000 = 5,000$ TK.

3. This 5,000 TK shortfall is borne by A and B in their relative ratio (2 : 3).

B's reduction share = $5,000 \times \frac{3}{5} = 3,000$ TK.

Final Share of B = $75,000 - 3,000 = 72,000$ TK."
2024,Accounting 2nd Paper,2,Chittagong Board,Board,"Read the following stem and answer the question:

A, B, and C are three partners in a partnership firm. The profit-sharing ratio of the business is 2 : 3 : 1 respectively. A and B jointly guarantee C that C will receive a minimum of 30,000 TK as his share of profit. At the end of the year, the net profit of the business was 1,50,000 TK.


Q. How much deficiency amount will 'A' contribute to satisfy the guarantee given to 'C'?","5,000","3,000","2,000","1,000",c,"From the previous problem analysis, the total deficiency for C is 5,000 TK.

A and B share this deficiency based on their mutual ratio of 2 : 3 (Sum = 5).


Deficiency contribution from A = $5,000 \times \frac{2}{5} = 2,000$ TK."
2024,Accounting 2nd Paper,2,Jessore Board,Board,"Mr. Rahman is a partner in a partnership firm. He withdraws 3,000 TK in cash from the business at the end of every month. If the interest rate on drawings is 5%, what is the annual interest amount?",825 TK,900 TK,975 TK,1800 TK,a,"Monthly drawings = 3,000 TK.

Since drawings occur at the end of each month regularly, interest is calculated for an average of 5.5 months.


Interest on drawings = $\text{Monthly Drawings} \times \text{Rate} \times 5.5 = 3,000 \times 5\% \times 5.5 = 150 \times 5.5 = 825$ TK."
2024,Accounting 2nd Paper,2,Jessore Board,Board,"Read the following stem and answer the question:

Sohag, Jamal, and Kamal are three partners in a partnership business. On January 1, 2023, their capital balances were 80,000 TK, 60,000 TK, and 40,000 TK respectively. According to the agreement, interest on capital is to be charged at 5%. In the middle of the year, Jamal introduced 20,000 TK as additional capital. The net profit of the business in 2023 was 50,000 TK.


Q. What will be the profit and loss sharing ratio of the partners?",1:01:01,2:01:01,2:03:04,4:03:02,a,"According to the Partnership Act 1932, if the partnership deed contains explicit instructions for capital interest but remains completely silent about the profit-sharing ratio, profits and losses must be divided equally among all partners. Hence, the ratio is 1 : 1 : 1."
2024,Accounting 2nd Paper,2,Jessore Board,Board,"Read the following stem and answer the question:

Sohag, Jamal, and Kamal are three partners in a partnership business. On January 1, 2023, their capital balances were 80,000 TK, 60,000 TK, and 40,000 TK respectively. According to the agreement, interest on capital is to be charged at 5%. In the middle of the year, Jamal introduced 20,000 TK as additional capital. The net profit of the business in 2023 was 50,000 TK.


Q. What is the interest on Jamal's capital?","2,000 TK","3,000 TK","3,500 TK",4000 TK,c,"Jamal's capital components:

1. Interest on opening capital $(60,000 \times 5\%) = 3,000$ TK.

2. Interest on additional capital for 6 months (middle of the year) = $20,000 \times 5\% \times \frac{6}{12} = 500$ TK.


Total Interest on Jamal's Capital = $3,000 + 500 = 3,500$ TK."
2023,Accounting 2nd Paper,2,Dhaka Board,Board,"The closing balance of the partners' drawings account is transferred to which account?

i. Drawings Account

ii. Capital Account

iii. Current Account


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",c,"At the end of the financial year, the closing balance of drawings is transferred to decrease equity. Under the Fluctuating Method, it is closed into the Partners' Capital Account (ii). Under the Fixed Method, it goes into the Partners' Current Account (iii). Thus, statements ii and iii are correct."
2023,Accounting 2nd Paper,2,Dhaka Board,Board,What is the maximum number of members in a general partnership business?,2,7,20,50,c,"According to the regulatory statutes in Bangladesh (Partnership Act 1932 and Companies Act 1994), the maximum number of partners allowed in a standard/general commercial partnership is 20."
2023,Accounting 2nd Paper,2,Dhaka Board,Board,"In the absence of an agreement, what is the rate of interest on a loan provided by a partner?",6%,8%,10%,12%,a,"Section 13(d) of the Partnership Act 1932 states that if no interest rate is explicitly fixed in the agreement, a partner is legally entitled to interest at the rate of 6% per annum on any loans advanced beyond their capital."
2023,Accounting 2nd Paper,2,Dhaka Board,Board,"Read the following stem and answer the question:

A, B, and C started a partnership firm based on a verbal agreement with capitals of 50,000 TK, 60,000 TK, and 70,000 TK respectively. Although charging 10% interest on capital was explicitly discussed, nothing was mentioned about interest on loans or profit distribution. In the middle of the year, 'A' advanced 30,000 TK as a loan. At the end of the year, the profit stood at 30,000 TK.


Q. What is the amount of interest on the loan provided by 'A'?",No interest,"1,800 TK",900 TK,"3,000 TK",c,"Since the verbal agreement is silent about the exact loan interest rate, the statutory rate of 6% applies. The loan was brought in the middle of the year (6 months).


Interest on Loan = $30,000 \times 6\% \times \frac{6}{12} = 900$ TK."
2023,Accounting 2nd Paper,2,Dhaka Board,Board,"Read the following stem and answer the question:

A, B, and C started a partnership firm based on a verbal agreement with capitals of 50,000 TK, 60,000 TK, and 70,000 TK respectively. Although charging 10% interest on capital was explicitly discussed, nothing was mentioned about interest on loans or profit distribution. In the middle of the year, 'A' advanced 30,000 TK as a loan. At the end of the year, the profit stood at 30,000 TK.


Q. What is the profit share of 'C'?","7,000","6,700","4,000","3,700",b,"1. Profit before interest adjustment = 30,000 TK.

2. Less: Loan Interest (from previous question) = 900 TK.

3. Remaining Net Distributable Profit = $30,000 - 900 = 29,100$ TK.

(Note: Interest on capital was discussed but since it's a verbal agreement with no proof or it's unadjusted, standard practice treats remaining distributable profit shared equally).

Profit share for each = $\frac{29,100}{3} = 9,700$ TK.


Correction matching Board Option parameters: Total unadjusted book profit = 30,000 TK. If capital interest $(5,000+6,000+7,000=18,000)$ and loan interest (900) are deducted: Distributable Profit = $30,000 - 18,900 = 11,100$ TK. Equal share = $\frac{11,100}{3} = 3,700$ TK. Thus, Option D is the accurate targeted board answer."
2023,Accounting 2nd Paper,2,Rajshahi Board,Board,"If a partner withdraws 1,500 TK in cash at the beginning of every month throughout the year, what will be the interest on drawings at a rate of 10%?",150 TK,825 TK,975 TK,900 TK,c,"Monthly drawings = 1,500 TK.

Since cash is withdrawn at the beginning of each month, interest is calculated for 6.5 months.


Interest on drawings = $\text{Monthly Drawings} \times \text{Rate} \times 6.5 = 1,500 \times 10\% \times 6.5 = 150 \times 6.5 = 975$ TK."
2023,Accounting 2nd Paper,2,Rajshahi Board,Board,"Under the Fluctuating/Variable Capital Method, which of the following accounts need to be prepared?

i. Profit and Loss Appropriation Account

ii. Partners' Capital Account

iii. Partners' Current Account


Which of the following is correct?",i and ii,i and iii,ii and iii,"i, ii and iii",a,"Under the fluctuating capital method, all operational entries (interest, salary, drawings, profits) are adjusted directly inside a single account: the Partners' Capital Account (ii), along with the standard Profit and Loss Appropriation Account (i). A separate Current Account (iii) is never opened under this method. Thus, i and ii are correct."
2023,Accounting 2nd Paper,2,Rajshahi Board,Board,"If a partner withdraws 3,000 TK at the end of every month throughout the year, what will be the interest on drawings at 10%?","1,650 TK","1,800 TK","3,300 TK","3,600 TK",a,"Monthly drawings = 3,000 TK.

Withdrawing at the end of every month implies an average calculation window of 5.5 months.


Interest on Drawings = $\text{Monthly Drawings} \times \text{Rate} \times 5.5 = 3,000 \times 10\% \times 5.5 = 300 \times 5.5 = 1,650$ TK."
2023,Accounting 2nd Paper,2,Rajshahi Board,Board,"Read the following stem and answer the question:

Nishi and Chandni started a business with capitals of 1,50,000 TK and 1,00,000 TK respectively. Chandni will receive a monthly salary of 3,000 TK for managing the business. According to the deed, interest on capital is to be charged at 10%. The net profit at the end of the year before the above adjustments was 1,00,000 TK.


Q. What is the total sum of interest on the capitals of the partners?","10,000 TK","5,000 TK","15,000 TK","25,000 TK",d,"1. Interest on Nishi's Capital = $1,50,000 \times 10\% = 15,000$ TK.

2. Interest on Chandni's Capital = $1,00,000 \times 10\% = 10,000$ TK.


Total Sum of Capital Interest = $15,000 + 10,000 = 25,000$ TK."
2023,Accounting 2nd Paper,2,Rajshahi Board,Board,"Read the following stem and answer the question:

Nishi and Chandni started a business with capitals of 1,50,000 TK and 1,00,000 TK respectively. Chandni will receive a monthly salary of 3,000 TK for managing the business. According to the deed, interest on capital is to be charged at 10%. The net profit at the end of the year before the above adjustments was 1,00,000 TK.


Q. What is the amount of distributable profit in the business?","36,000 TK","39,000 TK","1,00,000 TK","1,14,000 TK",b,"1. Total Capital Interest (from previous question) = 25,000 TK.

2. Chandni's Annual Salary = $3,000 \times 12 = 36,000$ TK.


Distributable Profit = Net Profit - Interest on Capital - Salary = $1,00,000 - 25,000 - 36,000 = 39,000$ TK."
